Route_Index,Depot_ID,Vehicle_ID,Seq,Customer_ID,Latitude,Longitude
453,D001_3,V0049,0,Z193_C005847,10.6714,106.772
454,D001_3,V0086,0,Z194_C018622,10.6658,106.782
455,D001_3,V0049,0,Z195_C011459,10.6572,106.766
456,D001_3,V0049,0,Z196_C007948,10.6636,106.772
457,D001_3,V0049,0,Z197_C024451,10.6645,106.784
458,D001_3,V0049,0,Z198_C041435,10.6791,106.781
459,D001_3,V0049,0,Z199_C001968,10.6936,106.76
460,D001_3,V0049,0,Z200_C037375,10.7423,106.818
461,D001_3,V0049,0,Z201_C010353,10.7351,106.814
462,D001_3,V0049,0,Z202_C001638,10.6903,106.813
463,D001_3,V0049,0,Z203_C044405,10.6967,106.817
464,D001_3,V0049,0,Z204_C043809,10.6988,106.808
465,D001_3,V0049,0,Z205_C039663,10.7308,106.804
466,D001_3,V0086,0,Z206_C028078,10.736,106.799
467,D001_3,V0049,0,Z207_C028284,10.7099,106.811
468,D001_3,V0049,0,Z208_C043053,10.7207,106.815
469,D001_3,V0049,0,Z209_C012816,10.6911,106.796
470,D001_3,V0086,0,Z210_C006411,10.6757,106.809
471,D001_3,V0049,0,Z211_C043796,10.6778,106.812
472,D001_3,V0049,0,Z212_C026710,10.6881,106.804
473,D001_3,V0049,0,Z213_C014151,10.6823,106.801
474,D001_3,V0049,0,Z214_C024228,10.7021,106.798
475,D001_3,V0049,0,Z215_C017618,10.7006,106.767
476,D001_3,V0049,0,Z216_C001331,10.7273,106.766
477,D001_3,V0049,0,Z217_C005048,10.7149,106.789
478,D001_3,V0049,0,Z218_C029222,10.695,106.772
479,D001_3,V0086,0,Z219_C007156,10.6858,106.784
480,D001_3,V0049,0,Z220_C018037,10.6939,106.787
481,D001_3,V0049,0,Z221_C038027,10.6954,106.782
482,D001_3,V0049,0,Z222_C036561,10.8244,106.61
483,D001_3,V0086,0,Z223_C033411,10.825,106.592
484,D001_3,V0049,0,Z224_C019439,10.8478,106.598
485,D001_3,V0049,0,Z225_C020621,10.8363,106.595
486,D001_3,V0086,0,Z226_C016431,10.8319,106.603
487,D001_3,V0086,0,Z227_C035406,10.8621,106.585
488,D001_3,V0049,0,Z228_C038192,10.8615,106.592
489,D001_3,V0049,0,Z229_C027164,10.8535,106.593
490,D001_3,V0049,0,Z230_C024071,10.8493,106.585
491,D001_3,V0086,0,Z231_C024736,10.836,106.586
492,D001_3,V0049,0,Z232_C015540,10.8454,106.588
493,D001_3,V0086,0,Z233_C005129,10.8581,106.606
494,D001_3,V0086,0,Z234_C004264,10.8699,106.613
495,D001_3,V0086,0,Z235_C023412,10.862,106.607
496,D001_3,V0086,0,Z236_C041073,10.8595,106.614
497,D001_3,V0049,0,Z237_C047624,10.8585,106.597
498,D001_3,V0049,0,Z238_C021824,10.8662,106.601
499,D001_3,V0086,0,Z239_C015721,10.8571,106.615
500,D001_3,V0049,0,Z240_C024588,10.8546,106.611
501,D001_3,V0086,0,Z241_C013237,10.8521,106.613
502,D001_3,V0086,0,Z242_C011969,10.8598,106.617
503,D001_3,V0086,0,Z243_C040162,10.8517,106.623
504,D001_3,V0086,0,Z244_C014794,10.8474,106.62
505,D001_3,V0086,0,Z245_C002106,10.846,106.618
506,D001_3,V0086,0,Z246_C011244,10.8508,106.618
507,D001_3,V0086,0,Z247_C005148,10.8583,106.618
508,D001_3,V0049,0,Z248_C009037,10.8452,106.606
509,D001_3,V0049,0,Z249_C001527,10.8435,106.607
510,D001_3,V0049,0,Z250_C036434,10.8436,106.609
511,D001_3,V0086,0,Z251_C016759,10.8513,106.6
512,D001_3,V0049,0,Z252_C003719,10.8544,106.601
513,D001_3,V0086,0,Z253_C041133,10.831,106.617
514,D001_3,V0049,0,Z254_C002622,10.8362,106.614
515,D001_3,V0049,0,Z255_C015948,10.839,106.615
516,D001_3,V0049,0,Z256_C044884,10.8523,106.606
517,D001_3,V0049,0,Z257_C042683,10.8084,106.815
518,D001_3,V0049,0,Z258_C041800,10.8059,106.814
519,D001_3,V0086,0,Z259_C020864,10.7955,106.82
520,D001_3,V0049,0,Z260_C035713,10.7766,106.805
521,D001_3,V0049,0,Z261_C013053,10.7615,106.812
522,D001_3,V0086,0,Z262_C004782,10.8266,106.804
523,D001_3,V0049,0,Z263_C041041,10.8233,106.808
524,D001_3,V0086,0,Z264_C044839,10.8191,106.804
525,D001_3,V0049,0,Z265_C028826,10.8268,106.795
526,D001_3,V0049,0,Z266_C013517,10.825,106.801
527,D001_3,V0049,0,Z267_C002527,10.8155,106.79
528,D001_3,V0086,0,Z268_C032158,10.8386,106.668
529,D001_3,V0049,0,Z269_C001179,10.835,106.672
530,D001_3,V0086,0,Z270_C027602,10.8305,106.688
531,D001_3,V0049,0,Z271_C006239,10.8327,106.681
532,D001_3,V0049,0,Z272_C042484,10.8147,106.657
533,D001_3,V0049,0,Z273_C044816,10.8183,106.658
534,D001_3,V0049,0,Z274_C008847,10.8148,106.669
535,D001_3,V0086,0,Z275_C025227,10.8254,106.653
536,D001_3,V0049,0,Z276_C024817,10.824,106.66
537,D001_3,V0049,0,Z277_C010544,10.8266,106.658
538,D001_3,V0086,0,Z278_C036276,10.8177,106.67
539,D001_3,V0049,0,Z279_C039073,10.8213,106.672
540,D001_3,V0049,0,Z280_C034981,10.8295,106.674
541,D001_3,V0049,0,Z281_C047886,10.8195,106.671
542,D001_3,V0049,0,Z282_C012400,10.8233,106.665
543,D001_3,V0086,0,Z283_C043648,10.828,106.671
544,D001_3,V0049,0,Z284_C010843,10.8275,106.666
545,D001_3,V0086,0,Z285_C011888,10.8369,106.661
546,D001_3,V0086,0,Z286_C016122,10.831,106.658
547,D001_3,V0049,0,Z287_C030956,10.8304,106.662
548,D001_3,V0049,0,Z288_C010597,10.8314,106.668
549,D001_3,V0049,0,Z289_C039240,10.8251,106.676
550,D001_3,V0086,0,Z290_C026827,10.8315,106.677
551,D001_3,V0049,0,Z291_C024813,10.8303,106.675
552,D001_3,V0049,0,Z292_C044518,10.8248,106.682
553,D001_3,V0086,0,Z293_C010798,10.8183,106.676
554,D001_3,V0049,0,Z294_C001246,10.8169,106.681
555,D001_3,V0049,0,Z295_C031013,10.8213,106.687
556,D001_3,V0086,0,Z296_C018273,10.7948,106.676
557,D001_3,V0049,0,Z297_C012141,10.7921,106.681
558,D001_3,V0049,0,Z298_C004917,10.7856,106.686
559,D001_3,V0049,0,Z299_C011853,10.7938,106.678
560,D001_3,V0049,0,Z300_C034289,10.7927,106.673
561,D001_3,V0086,0,Z301_C025320,10.7884,106.672
562,D001_3,V0049,0,Z302_C018153,10.7882,106.678
563,D001_3,V0049,0,Z303_C017051,10.8027,106.679
564,D001_3,V0049,0,Z304_C047131,10.8031,106.672
565,D001_3,V0049,0,Z305_C020752,10.7989,106.675
566,D001_3,V0049,0,Z306_C005986,10.7923,106.686
567,D001_3,V0049,0,Z307_C010720,10.7965,106.681
568,D001_3,V0049,0,Z308_C001884,10.7951,106.681
569,D001_3,V0049,0,Z309_C022115,10.7979,106.678
570,D001_3,V0049,0,Z310_C031982,10.8059,106.678
571,D001_3,V0086,0,Z311_C046084,10.7976,106.686
572,D001_3,V0049,0,Z312_C042294,10.8096,106.683
573,D001_3,V0049,0,Z313_C022804,10.802,106.684
574,D001_3,V0049,0,Z314_C003616,10.8016,106.685
575,D001_3,V0049,0,Z315_C001155,10.8066,106.685
576,D001_3,V0049,0,Z316_C000940,10.8043,106.683
577,D001_3,V0049,0,Z317_C001087,10.8135,106.704
578,D001_3,V0086,0,Z318_C018692,10.8092,106.712
579,D001_3,V0049,0,Z319_C039570,10.8077,106.708
580,D001_3,V0049,0,Z320_C030930,10.8091,106.705
581,D001_3,V0049,0,Z321_C012334,10.8032,106.702
582,D001_3,V0049,0,Z322_C013393,10.8007,106.711
583,D001_3,V0049,0,Z323_C019415,10.805,106.712
584,D001_3,V0049,0,Z324_C032243,10.7985,106.708
585,D001_3,V0049,0,Z325_C007358,10.8016,106.704
586,D001_3,V0049,0,Z326_C031614,10.798,106.707
587,D001_3,V0049,0,Z327_C021620,10.8075,106.69
588,D001_3,V0049,0,Z328_C015997,10.8098,106.692
589,D001_3,V0049,0,Z329_C021695,10.8052,106.695
590,D001_3,V0049,0,Z330_C023330,10.8083,106.7
591,D001_3,V0049,0,Z331_C032860,10.8022,106.696
592,D001_3,V0049,0,Z332_C014601,10.8119,106.698
593,D001_3,V0049,0,Z333_C036552,10.816,106.692
594,D001_3,V0049,0,Z334_C038308,10.7898,106.697
595,D001_3,V0049,0,Z335_C019095,10.7882,106.692
596,D001_3,V0049,0,Z336_C030922,10.7885,106.692
597,D001_3,V0049,0,Z337_C016707,10.7906,106.688
598,D001_3,V0049,0,Z338_C023831,10.7904,106.692
599,D001_3,V0086,0,Z339_C033620,10.7997,106.689
600,D001_3,V0086,0,Z340_C017572,10.7925,106.69
601,D001_3,V0049,0,Z341_C022064,10.7947,106.69
602,D001_3,V0049,0,Z342_C041484,10.7997,106.692
603,D001_3,V0049,0,Z343_C018565,10.7998,106.692
604,D001_3,V0049,0,Z344_C023841,10.7974,106.695
605,D001_3,V0049,0,Z345_C015082,10.7955,106.698
606,D001_3,V0049,0,Z346_C008721,10.7926,106.693
607,D001_3,V0086,0,Z347_C028272,10.7971,106.699
608,D001_3,V0049,0,Z348_C012125,10.783,106.687
609,D001_3,V0049,0,Z349_C038159,10.7923,106.708
610,D001_3,V0049,0,Z350_C022567,10.7916,106.702
611,D001_3,V0049,0,Z351_C040255,10.7935,106.704
612,D001_3,V0049,0,Z352_C012739,10.7834,106.694
613,D001_3,V0086,0,Z353_C009863,10.7818,106.697
614,D001_3,V0049,0,Z354_C038428,10.7824,106.695
615,D001_3,V0086,0,Z355_C023081,10.7867,106.697
616,D001_3,V0049,0,Z356_C019145,10.7901,106.698
617,D001_3,V0049,0,Z357_C004811,10.7894,106.702
618,D001_3,V0086,0,Z358_C010903,10.7897,106.699
619,D001_3,V0049,0,Z359_C025641,10.8946,106.633
620,D001_3,V0086,0,Z360_C047241,10.8956,106.64
621,D001_3,V0049,0,Z361_C002083,10.89,106.626
622,D001_3,V0049,0,Z362_C013765,10.8926,106.632
623,D001_3,V0049,0,Z363_C028134,10.8948,106.627
624,D001_3,V0086,0,Z364_C032651,10.8959,106.626
625,D001_3,V0049,0,Z365_C035359,10.8914,106.611
626,D001_3,V0049,0,Z366_C015594,10.8884,106.613
627,D001_3,V0049,0,Z367_C004956,10.8949,106.613
628,D001_3,V0049,0,Z368_C009707,10.8952,106.617
629,D001_3,V0049,0,Z369_C010331,10.8942,106.609
630,D001_3,V0086,0,Z370_C018552,10.8935,106.613
631,D001_3,V0049,0,Z371_C048051,10.8921,106.619
632,D001_3,V0049,0,Z372_C009551,10.8887,106.617
633,D001_3,V0049,0,Z373_C000865,10.8932,106.604
634,D001_3,V0086,0,Z374_C021206,10.8847,106.602
635,D001_3,V0049,0,Z375_C040020,10.8857,106.613
636,D001_3,V0049,0,Z376_C009373,10.8785,106.632
637,D001_3,V0086,0,Z377_C003244,10.8771,106.622
638,D001_3,V0049,0,Z378_C009032,10.8723,106.624
639,D001_3,V0049,0,Z379_C023845,10.8769,106.625
640,D001_3,V0049,0,Z380_C004080,10.8786,106.628
641,D001_3,V0049,0,Z381_C043603,10.8667,106.62
642,D001_3,V0086,0,Z382_C031250,10.8764,106.62
643,D001_3,V0049,0,Z383_C033478,10.871,106.622
644,D001_3,V0086,0,Z384_C016429,10.8706,106.62
645,D001_3,V0049,0,Z385_C025551,10.8742,106.616
646,D001_3,V0049,0,Z386_C007836,10.8837,106.615
647,D001_3,V0049,0,Z387_C018530,10.8797,106.611
648,D001_3,V0049,0,Z388_C042750,10.8822,106.608
649,D001_3,V0049,0,Z389_C024556,10.8774,106.615
650,D001_3,V0049,0,Z390_C007956,10.8791,106.612
651,D001_3,V0049,0,Z391_C018049,10.8769,106.611
652,D001_3,V0086,0,Z392_C031109,10.874,106.61
653,D001_3,V0049,0,Z393_C040544,10.8796,106.622
654,D001_3,V0049,0,Z394_C028104,10.8797,106.626
655,D001_3,V0049,0,Z395_C046209,10.8834,106.627
656,D001_3,V0086,0,Z396_C032720,10.8834,106.62
657,D001_3,V0086,0,Z397_C029138,10.8861,106.619
658,D001_3,V0049,0,Z398_C017968,10.8857,106.621
659,D001_3,V0049,0,Z399_C034145,10.8855,106.637
660,D001_3,V0086,0,Z400_C035997,10.8544,106.672
661,D001_3,V0049,0,Z401_C042827,10.8578,106.671
662,D001_3,V0049,0,Z402_C015118,10.8452,106.666
663,D001_3,V0049,0,Z403_C034374,10.8487,106.666
664,D001_3,V0049,0,Z404_C016378,10.848,106.662
665,D001_3,V0049,0,Z405_C008617,10.8472,106.673
666,D001_3,V0049,0,Z406_C002553,10.8437,106.671
667,D001_3,V0049,0,Z407_C012207,10.8449,106.67
668,D001_3,V0049,0,Z408_C005581,10.8526,106.67
669,D001_3,V0049,0,Z409_C004830,10.8543,106.664
670,D001_3,V0086,0,Z410_C044036,10.8547,106.662
671,D001_3,V0086,0,Z411_C049269,10.856,106.665
672,D001_3,V0049,0,Z412_C038677,10.8573,106.665
673,D001_3,V0049,0,Z413_C024512,10.8587,106.658
674,D001_3,V0049,0,Z414_C026761,10.8606,106.661
675,D001_3,V0049,0,Z415_C035732,10.8621,106.659
676,D001_3,V0049,0,Z416_C009164,10.8518,106.661
677,D001_3,V0049,0,Z417_C026162,10.8527,106.659
678,D001_3,V0049,0,Z418_C034646,10.8528,106.655
679,D001_3,V0049,0,Z419_C044187,10.8553,106.645
680,D001_3,V0049,0,Z420_C017544,10.8535,106.653
681,D001_3,V0086,0,Z421_C015568,10.8567,106.658
682,D001_3,V0086,0,Z422_C021210,10.8551,106.652
683,D001_3,V0049,0,Z423_C023253,10.8482,106.66
684,D001_3,V0086,0,Z424_C045154,10.8484,106.662
685,D001_3,V0049,0,Z425_C004337,10.8404,106.669
686,D001_3,V0049,0,Z426_C007734,10.8384,106.66
687,D001_3,V0049,0,Z427_C023651,10.8403,106.665
688,D001_3,V0049,0,Z428_C009185,10.84,106.657
689,D001_3,V0086,0,Z429_C027099,10.8371,106.653
690,D001_3,V0049,0,Z430_C014622,10.8385,106.648
691,D001_3,V0049,0,Z431_C049931,10.8437,106.659
692,D001_3,V0086,0,Z432_C040232,10.8412,106.648
693,D001_3,V0049,0,Z433_C031425,10.8433,106.654
694,D001_3,V0049,0,Z434_C008990,10.8436,106.655
695,D001_3,V0049,0,Z435_C006011,10.8359,106.64
696,D001_3,V0049,0,Z436_C006711,10.8417,106.645
697,D001_3,V0049,0,Z437_C008288,10.8469,106.651
698,D001_3,V0049,0,Z438_C012019,10.8457,106.649
699,D001_3,V0086,0,Z439_C024042,10.8397,106.635
700,D001_3,V0049,0,Z440_C015534,10.8448,106.641
701,D001_3,V0086,0,Z441_C046045,10.851,106.65
702,D001_3,V0086,0,Z442_C019037,10.8485,106.65
703,D001_3,V0049,0,Z443_C049637,10.8496,106.652
704,D001_3,V0049,0,Z444_C027305,10.8514,106.645
705,D001_3,V0049,0,Z445_C014701,10.8532,106.648
706,D001_3,V0049,0,Z446_C019153,10.8528,106.645
707,D001_3,V0049,0,Z447_C036998,10.835,106.673
708,D001_3,V0049,0,Z448_C044670,10.829,106.664
709,D001_3,V0049,0,Z449_C002206,10.836,106.659
710,D001_3,V0049,0,Z450_C023656,10.8344,106.66
711,D001_3,V0049,0,Z451_C012249,10.8354,106.662
712,D001_3,V0049,0,Z452_C042830,10.8385,106.668
713,D001_3,V0049,0,Z453_C026419,10.8369,106.663
714,D001_3,V0049,0,Z454_C018437,10.8292,106.652
715,D001_3,V0086,0,Z455_C021960,10.8285,106.657
716,D001_3,V0049,0,Z456_C040667,10.8258,106.655
717,D001_3,V0086,0,Z457_C017325,10.8295,106.659
718,D001_3,V0049,0,Z458_C014531,10.8234,106.656
719,D001_3,V0049,0,Z459_C023772,10.8363,106.651
720,D001_3,V0049,0,Z460_C018799,10.8281,106.644
721,D001_3,V0049,0,Z461_C027106,10.8273,106.649
722,D001_3,V0049,0,Z462_C006736,10.8216,106.65
723,D001_3,V0086,0,Z463_C025336,10.8657,106.67
724,D001_3,V0049,0,Z464_C000757,10.8659,106.67
725,D001_3,V0049,0,Z465_C008241,10.8718,106.666
726,D001_3,V0049,0,Z466_C018759,10.8726,106.662
727,D001_3,V0049,0,Z467_C023245,10.8735,106.667
728,D001_3,V0049,0,Z468_C005966,10.8773,106.663
729,D001_3,V0086,0,Z469_C024017,10.8748,106.666
730,D001_3,V0049,0,Z470_C023514,10.8773,106.673
731,D001_3,V0049,0,Z471_C049341,10.8763,106.671
732,D001_3,V0086,0,Z472_C038513,10.8772,106.675
733,D001_3,V0049,0,Z473_C035920,10.8749,106.674
734,D001_3,V0049,0,Z474_C010473,10.8704,106.671
735,D001_3,V0086,0,Z475_C023589,10.8666,106.661
736,D001_3,V0049,0,Z476_C003659,10.8637,106.665
737,D001_3,V0086,0,Z477_C027396,10.8714,106.656
738,D001_3,V0086,0,Z478_C003373,10.8737,106.655
739,D001_3,V0049,0,Z479_C006719,10.8721,106.656
740,D001_3,V0049,0,Z480_C014159,10.873,106.651
741,D001_3,V0049,0,Z481_C010063,10.8794,106.675
742,D001_3,V0049,0,Z482_C020547,10.8802,106.678
743,D001_3,V0049,0,Z483_C009793,10.8817,106.671
744,D001_3,V0049,0,Z484_C010243,10.8789,106.67
745,D001_3,V0049,0,Z485_C015866,10.8944,106.65
746,D001_3,V0049,0,Z486_C034323,10.8921,106.651
747,D001_3,V0049,0,Z487_C014090,10.8833,106.664
748,D001_3,V0049,0,Z488_C034644,10.8841,106.656
749,D001_3,V0049,0,Z489_C016972,10.8896,106.66
750,D001_3,V0049,0,Z490_C008522,10.8935,106.643
751,D001_3,V0049,0,Z491_C025182,10.8871,106.682
752,D001_3,V0049,0,Z492_C014989,10.8915,106.678
753,D001_3,V0049,0,Z493_C031758,10.882,106.669
754,D001_3,V0049,0,Z494_C012895,10.8899,106.676
755,D001_3,V0086,0,Z495_C014741,10.8942,106.659
756,D001_3,V0049,0,Z496_C047908,10.8938,106.665
757,D001_3,V0049,0,Z497_C012234,10.8903,106.663
758,D001_3,V0049,0,Z498_C000988,10.8926,106.674
759,D001_3,V0086,0,Z499_C037538,10.8959,106.675
760,D001_3,V0086,0,Z500_C013912,10.8887,106.669
761,D001_3,V0049,0,Z501_C034494,10.8843,106.668
762,D001_3,V0086,0,Z502_C030146,10.8859,106.664
763,D001_3,V0049,0,Z503_C044613,10.8827,106.651
764,D001_3,V0049,0,Z504_C027590,10.8797,106.652
765,D001_3,V0049,0,Z505_C010169,10.883,106.646
766,D001_3,V0049,0,Z506_C013888,10.8782,106.642
767,D001_3,V0086,0,Z507_C012921,10.8805,106.666
768,D001_3,V0049,0,Z508_C003510,10.8797,106.663
769,D001_3,V0049,0,Z509_C010121,10.8779,106.659
770,D001_3,V0086,0,Z510_C016272,10.8639,106.749
771,D001_3,V0049,0,Z511_C014269,10.8717,106.746
772,D001_3,V0049,0,Z512_C010470,10.873,106.752
773,D001_3,V0049,0,Z513_C032168,10.8754,106.759
774,D001_3,V0086,0,Z514_C026075,10.8643,106.759
775,D001_3,V0086,0,Z515_C001029,10.8738,106.772
776,D001_3,V0086,0,Z516_C045958,10.8755,106.761
777,D001_3,V0049,0,Z517_C028916,10.8742,106.766
778,D001_3,V0049,0,Z518_C027210,10.8687,106.769
779,D001_3,V0086,0,Z519_C006501,10.8725,106.775
780,D001_3,V0049,0,Z520_C016129,10.8772,106.78
781,D001_3,V0049,0,Z521_C021381,10.8798,106.774
782,D001_3,V0086,0,Z522_C025226,10.8786,106.769
783,D001_3,V0049,0,Z523_C015777,10.8868,106.766
784,D001_3,V0049,0,Z524_C037163,10.88,106.762
785,D001_3,V0049,0,Z525_C016803,10.8937,106.765
786,D001_3,V0086,0,Z526_C017535,10.8855,106.762
787,D001_3,V0086,0,Z527_C002489,10.8876,106.759
788,D001_3,V0049,0,Z528_C040281,10.8881,106.761
789,D001_3,V0049,0,Z529_C003417,10.8839,106.76
790,D001_3,V0049,0,Z530_C041191,10.881,106.756
791,D001_3,V0049,0,Z531_C019789,10.8897,106.759
792,D001_3,V0049,0,Z532_C049120,10.8913,106.756
793,D001_3,V0049,0,Z533_C009836,10.8811,106.749
794,D001_3,V0086,0,Z534_C001861,10.8818,106.742
795,D001_3,V0049,0,Z535_C026242,10.8949,106.747
796,D001_3,V0086,0,Z536_C014413,10.8925,106.755
797,D001_3,V0049,0,Z537_C044740,10.8891,106.752
798,D001_3,V0049,0,Z538_C032227,10.8903,106.745
799,D001_3,V0049,0,Z539_C008860,10.8949,106.779
800,D001_3,V0049,0,Z540_C024659,10.8922,106.78
801,D001_3,V0049,0,Z541_C048293,10.8844,106.779
802,D001_3,V0086,0,Z542_C005432,10.8879,106.782
803,D001_3,V0049,0,Z543_C013786,10.8934,106.79
804,D001_3,V0049,0,Z544_C045593,10.8949,106.768
805,D001_3,V0049,0,Z545_C023785,10.8289,106.696
806,D001_3,V0049,0,Z546_C002136,10.8385,106.709
807,D001_3,V0049,0,Z547_C002207,10.8356,106.71
808,D001_3,V0049,0,Z548_C048713,10.8382,106.704
809,D001_3,V0049,0,Z549_C029573,10.834,106.704
810,D001_3,V0049,0,Z550_C030037,10.8333,106.696
811,D001_3,V0049,0,Z551_C024176,10.8404,106.705
812,D001_3,V0049,0,Z552_C011678,10.8398,106.706
813,D001_3,V0049,0,Z553_C039324,10.8431,106.707
814,D001_3,V0086,0,Z554_C018476,10.8422,106.701
815,D001_3,V0049,0,Z555_C000176,10.8531,106.707
816,D001_3,V0086,0,Z556_C034591,10.8477,106.706
817,D001_3,V0049,0,Z557_C003635,10.8561,106.711
818,D001_3,V0086,0,Z558_C035751,10.8577,106.713
819,D001_3,V0049,0,Z559_C019839,10.8443,106.713
820,D001_3,V0086,0,Z560_C015306,10.8469,106.706
821,D001_3,V0049,0,Z561_C014683,10.8493,106.71
822,D001_3,V0086,0,Z562_C037543,10.847,106.713
823,D001_3,V0049,0,Z563_C022047,10.8527,106.713
824,D001_3,V0086,0,Z564_C014053,10.8518,106.718
825,D001_3,V0086,0,Z565_C008836,10.8518,106.723
826,D001_3,V0049,0,Z566_C041459,10.8452,106.722
827,D001_3,V0049,0,Z567_C018040,10.8401,106.72
828,D001_3,V0049,0,Z568_C008718,10.8398,106.716
829,D001_3,V0049,0,Z569_C002971,10.838,106.718
830,D001_3,V0049,0,Z570_C025751,10.8342,106.718
831,D001_3,V0086,0,Z571_C012061,10.8142,106.718
832,D001_3,V0086,0,Z572_C006885,10.8227,106.711
833,D001_3,V0049,0,Z573_C026835,10.8286,106.714
834,D001_3,V0049,0,Z574_C046254,10.8213,106.707
835,D001_3,V0049,0,Z575_C009002,10.8286,106.71
836,D001_3,V0086,0,Z576_C048159,10.837,106.714
837,D001_3,V0049,0,Z577_C024725,10.8363,106.714
838,D001_3,V0086,0,Z578_C033539,10.8299,106.715
839,D001_3,V0049,0,Z579_C035060,10.8321,106.716
840,D001_3,V0086,0,Z580_C003472,10.8382,106.714
841,D001_3,V0049,0,Z581_C007062,10.8356,106.729
842,D001_3,V0049,0,Z582_C020771,10.8291,106.723
843,D001_3,V0049,0,Z583_C014095,10.8412,106.723
844,D001_3,V0086,0,Z584_C037090,10.8474,106.726
845,D001_3,V0049,0,Z585_C017433,10.8321,106.736
846,D001_3,V0086,0,Z586_C034763,10.8328,106.736
847,D001_3,V0049,0,Z587_C018760,10.8175,106.731
848,D001_3,V0049,0,Z588_C034437,10.8353,106.735
849,D001_3,V0086,0,Z589_C010785,10.8379,106.732
850,D001_3,V0049,0,Z590_C027624,10.8917,106.667
851,D001_3,V0049,0,Z591_C041103,10.8926,106.669
852,D001_3,V0086,0,Z592_C014631,10.8919,106.665
853,D001_3,V0086,0,Z593_C003623,10.8856,106.663
854,D001_3,V0049,0,Z594_C045649,10.8874,106.667
855,D001_3,V0086,0,Z595_C026243,10.8808,106.665
856,D001_3,V0049,0,Z596_C045001,10.8874,106.674
857,D001_3,V0049,0,Z597_C003319,10.886,106.669
858,D001_3,V0086,0,Z598_C014477,10.8772,106.664
859,D001_3,V0049,0,Z599_C006346,10.8753,106.661
860,D001_3,V0049,0,Z600_C000646,10.8755,106.667
861,D001_3,V0049,0,Z601_C033814,10.8764,106.673
862,D001_3,V0086,0,Z602_C029733,10.8786,106.672
863,D001_3,V0086,0,Z603_C010985,10.8825,106.678
864,D001_3,V0086,0,Z604_C030747,10.8794,106.683
865,D001_3,V0086,0,Z605_C004589,10.8731,106.663
866,D001_3,V0049,0,Z606_C020581,10.8678,106.657
867,D001_3,V0086,0,Z607_C009557,10.8767,106.657
868,D001_3,V0086,0,Z608_C010359,10.8837,106.658
869,D001_3,V0049,0,Z609_C034495,10.878,106.66
870,D001_3,V0049,0,Z610_C018628,10.8931,106.665
871,D001_3,V0049,0,Z611_C011847,10.894,106.674
872,D001_3,V0049,0,Z612_C049787,10.8827,106.684
873,D001_3,V0049,0,Z613_C007686,10.891,106.68
874,D001_3,V0086,0,Z614_C035203,10.876,106.648
875,D001_3,V0049,0,Z615_C018765,10.8804,106.637
876,D001_3,V0086,0,Z616_C032596,10.8808,106.651
877,D001_3,V0049,0,Z617_C006840,10.893,106.658
878,D001_3,V0086,0,Z618_C045423,10.8863,106.652
879,D001_3,V0086,0,Z619_C003271,10.8904,106.649
880,D001_3,V0086,0,Z620_C007575,10.883,106.65
881,D001_3,V0049,0,Z621_C008917,10.8942,106.652
882,D001_3,V0086,0,Z622_C013449,10.8933,106.647
883,D001_3,V0049,0,Z623_C013268,10.8856,106.644
884,D001_3,V0049,0,Z624_C037244,10.8689,106.582
885,D001_3,V0049,0,Z625_C007554,10.86,106.582
886,D001_3,V0049,0,Z626_C018917,10.8611,106.583
887,D001_3,V0049,0,Z627_C008410,10.8624,106.583
888,D001_3,V0086,0,Z628_C014517,10.8665,106.586
889,D001_3,V0049,0,Z629_C014224,10.8605,106.589
890,D001_3,V0086,0,Z630_C004583,10.8641,106.591
891,D001_3,V0049,0,Z631_C040800,10.8932,106.589
892,D001_3,V0086,0,Z632_C030755,10.8942,106.593
893,D001_3,V0049,0,Z633_C024790,10.8905,106.586
894,D001_3,V0086,0,Z634_C026901,10.8892,106.592
895,D001_3,V0086,0,Z635_C042763,10.8888,106.587
896,D001_3,V0049,0,Z636_C000343,10.8921,106.584
897,D001_3,V0086,0,Z637_C033397,10.8934,106.58
898,D001_3,V0049,0,Z638_C039717,10.8742,106.581
899,D001_3,V0086,0,Z639_C021532,10.8779,106.585
900,D001_3,V0049,0,Z640_C016910,10.8855,106.581
901,D001_3,V0049,0,Z641_C016734,10.8858,106.586
902,D001_3,V0049,0,Z642_C006496,10.8873,106.582
903,D001_3,V0049,0,Z643_C039497,10.8847,106.584
904,D001_3,V0049,0,Z644_C048488,10.8808,106.588
905,D001_3,V0049,0,Z645_C049233,10.885,106.589
906,D001_3,V0086,0,Z646_C021047,10.8918,106.593
907,D001_3,V0049,0,Z647_C019816,10.889,106.593
908,D001_3,V0086,0,Z648_C028625,10.8906,106.594
909,D001_3,V0086,0,Z649_C035171,10.8883,106.592
910,D001_3,V0049,0,Z650_C023079,10.8863,106.594
911,D001_3,V0049,0,Z651_C035110,10.8904,106.596
912,D001_3,V0086,0,Z652_C017651,10.8918,106.599
913,D001_3,V0086,0,Z653_C025213,10.8873,106.602
914,D001_3,V0049,0,Z654_C030772,10.8886,106.599
915,D001_3,V0049,0,Z655_C025690,10.8935,106.605
916,D001_3,V0049,0,Z656_C020811,10.8931,106.598
917,D001_3,V0049,0,Z657_C041417,10.884,106.601
918,D001_3,V0049,0,Z658_C019380,10.8769,106.59
