Inter_Index,Inter_ID,Zone_Index,Depot_ID,Medoid_Customer_ID,Latitude,Longitude,Weight,Volume,Service
347,Z347_C028272,347,D001_3,C028272,10.7971,106.699,8.31,0.172,13
348,Z348_C012125,348,D001_3,C012125,10.783,106.687,35.81,0.556,20
349,Z349_C038159,349,D001_3,C038159,10.7923,106.708,18.03,0.16,6
350,Z350_C022567,350,D001_3,C022567,10.7916,106.702,55.12,0.463,37
351,Z351_C040255,351,D001_3,C040255,10.7935,106.704,55.69,0.387,23
352,Z352_C012739,352,D001_3,C012739,10.7834,106.694,62,0.552,45
353,Z353_C009863,353,D001_3,C009863,10.7818,106.697,21.92,0.215,6
354,Z354_C038428,354,D001_3,C038428,10.7824,106.695,54.19,0.538,37
355,Z355_C023081,355,D001_3,C023081,10.7867,106.697,21.29,0.135,14
356,Z356_C019145,356,D001_3,C019145,10.7901,106.698,5.03,0.202,13
357,Z357_C004811,357,D001_3,C004811,10.7894,106.702,44.15,0.604,23
358,Z358_C010903,358,D001_3,C010903,10.7897,106.699,23.89,0.198,8
359,Z359_C025641,359,D001_3,C025641,10.8946,106.633,64.24,0.601,41
360,Z360_C047241,360,D001_3,C047241,10.8956,106.64,15.54,0.085,15
361,Z361_C002083,361,D001_3,C002083,10.89,106.626,44.31,0.275,31
362,Z362_C013765,362,D001_3,C013765,10.8926,106.632,19.62,0.388,22
363,Z363_C028134,363,D001_3,C028134,10.8948,106.627,28.36,0.423,22
364,Z364_C032651,364,D001_3,C032651,10.8959,106.626,23.15,0.207,13
365,Z365_C035359,365,D001_3,C035359,10.8914,106.611,19.72,0.502,28
366,Z366_C015594,366,D001_3,C015594,10.8884,106.613,60.25,0.476,41
367,Z367_C004956,367,D001_3,C004956,10.8949,106.613,30.19,0.472,24
368,Z368_C009707,368,D001_3,C009707,10.8952,106.617,61.16,0.236,29
369,Z369_C010331,369,D001_3,C010331,10.8942,106.609,17.56,0.353,25
370,Z370_C018552,370,D001_3,C018552,10.8935,106.613,3.74,0.115,5
371,Z371_C048051,371,D001_3,C048051,10.8921,106.619,31.57,0.392,35
372,Z372_C009551,372,D001_3,C009551,10.8887,106.617,42.99,0.367,28
373,Z373_C000865,373,D001_3,C000865,10.8932,106.604,43,0.402,18
374,Z374_C021206,374,D001_3,C021206,10.8847,106.602,48.24,0.163,12
375,Z375_C040020,375,D001_3,C040020,10.8857,106.613,23.7,0.361,25
376,Z376_C009373,376,D001_3,C009373,10.8785,106.632,50.74,0.583,34
377,Z377_C003244,377,D001_3,C003244,10.8771,106.622,40.13,0.159,12
378,Z378_C009032,378,D001_3,C009032,10.8723,106.624,60.99,0.676,29
379,Z379_C023845,379,D001_3,C023845,10.8769,106.625,65.36,0.382,33
380,Z380_C004080,380,D001_3,C004080,10.8786,106.628,30.57,0.249,15
381,Z381_C043603,381,D001_3,C043603,10.8667,106.62,62.35,0.191,34
382,Z382_C031250,382,D001_3,C031250,10.8764,106.62,7.69,0.158,13
383,Z383_C033478,383,D001_3,C033478,10.871,106.622,77.33,0.641,50
384,Z384_C016429,384,D001_3,C016429,10.8706,106.62,35.64,0.215,21
385,Z385_C025551,385,D001_3,C025551,10.8742,106.616,67.37,0.581,44
386,Z386_C007836,386,D001_3,C007836,10.8837,106.615,12.98,0.379,25
387,Z387_C018530,387,D001_3,C018530,10.8797,106.611,11.35,0.446,11
388,Z388_C042750,388,D001_3,C042750,10.8822,106.608,53.23,0.433,33
389,Z389_C024556,389,D001_3,C024556,10.8774,106.615,66.03,0.65,35
390,Z390_C007956,390,D001_3,C007956,10.8791,106.612,42.06,0.247,21
391,Z391_C018049,391,D001_3,C018049,10.8769,106.611,65.77,0.619,48
392,Z392_C031109,392,D001_3,C031109,10.874,106.61,22.42,0.192,3
393,Z393_C040544,393,D001_3,C040544,10.8796,106.622,68.3,0.467,33
394,Z394_C028104,394,D001_3,C028104,10.8797,106.626,22.98,0.246,18
395,Z395_C046209,395,D001_3,C046209,10.8834,106.627,68.42,0.622,53
396,Z396_C032720,396,D001_3,C032720,10.8834,106.62,5.19,0.04,7
397,Z397_C029138,397,D001_3,C029138,10.8861,106.619,18.69,0.109,4
398,Z398_C017968,398,D001_3,C017968,10.8857,106.621,66.37,0.679,35
399,Z399_C034145,399,D001_3,C034145,10.8855,106.637,75.01,0.68,52
400,Z400_C035997,400,D001_3,C035997,10.8544,106.672,3.84,0.202,5
401,Z401_C042827,401,D001_3,C042827,10.8578,106.671,14.33,0.63,19
402,Z402_C015118,402,D001_3,C015118,10.8452,106.666,14.72,0.341,19
403,Z403_C034374,403,D001_3,C034374,10.8487,106.666,9.51,0.359,11
404,Z404_C016378,404,D001_3,C016378,10.848,106.662,38.45,0.689,34
405,Z405_C008617,405,D001_3,C008617,10.8472,106.673,16.31,0.546,25
406,Z406_C002553,406,D001_3,C002553,10.8437,106.671,16.31,0.401,15
407,Z407_C012207,407,D001_3,C012207,10.8449,106.67,16.17,0.299,16
408,Z408_C005581,408,D001_3,C005581,10.8526,106.67,10.62,0.447,12
409,Z409_C004830,409,D001_3,C004830,10.8543,106.664,13.65,0.473,25
410,Z410_C044036,410,D001_3,C044036,10.8547,106.662,10.99,0.221,19
411,Z411_C049269,411,D001_3,C049269,10.856,106.665,4.27,0.168,10
412,Z412_C038677,412,D001_3,C038677,10.8573,106.665,18.02,0.579,26
413,Z413_C024512,413,D001_3,C024512,10.8587,106.658,17.26,0.418,14
414,Z414_C026761,414,D001_3,C026761,10.8606,106.661,18.15,0.509,21
415,Z415_C035732,415,D001_3,C035732,10.8621,106.659,5.23,0.323,24
416,Z416_C009164,416,D001_3,C009164,10.8518,106.661,3.85,0.273,12
417,Z417_C026162,417,D001_3,C026162,10.8527,106.659,18.61,0.32,18
418,Z418_C034646,418,D001_3,C034646,10.8528,106.655,14.5,0.461,7
419,Z419_C044187,419,D001_3,C044187,10.8553,106.645,12.67,0.637,36
420,Z420_C017544,420,D001_3,C017544,10.8535,106.653,23.57,0.636,27
421,Z421_C015568,421,D001_3,C015568,10.8567,106.658,3.73,0.189,9
422,Z422_C021210,422,D001_3,C021210,10.8551,106.652,7.39,0.18,4
423,Z423_C023253,423,D001_3,C023253,10.8482,106.66,26.76,0.5,18
424,Z424_C045154,424,D001_3,C045154,10.8484,106.662,4.67,0.225,12
425,Z425_C004337,425,D001_3,C004337,10.8404,106.669,18.67,0.457,17
426,Z426_C007734,426,D001_3,C007734,10.8384,106.66,29.33,0.438,19
427,Z427_C023651,427,D001_3,C023651,10.8403,106.665,15.88,0.593,15
428,Z428_C009185,428,D001_3,C009185,10.84,106.657,25.35,0.504,31
429,Z429_C027099,429,D001_3,C027099,10.8371,106.653,16.57,0.205,10
430,Z430_C014622,430,D001_3,C014622,10.8385,106.648,23.11,0.514,21
431,Z431_C049931,431,D001_3,C049931,10.8437,106.659,8.36,0.355,21
432,Z432_C040232,432,D001_3,C040232,10.8412,106.648,0.31,0.087,11
433,Z433_C031425,433,D001_3,C031425,10.8433,106.654,26.39,0.395,10
434,Z434_C008990,434,D001_3,C008990,10.8436,106.655,23.37,0.668,34
435,Z435_C006011,435,D001_3,C006011,10.8359,106.64,11.57,0.359,19
436,Z436_C006711,436,D001_3,C006711,10.8417,106.645,14.84,0.355,24
437,Z437_C008288,437,D001_3,C008288,10.8469,106.651,23.95,0.395,7
438,Z438_C012019,438,D001_3,C012019,10.8457,106.649,28.5,0.387,20
439,Z439_C024042,439,D001_3,C024042,10.8397,106.635,1.51,0.223,6
440,Z440_C015534,440,D001_3,C015534,10.8448,106.641,20.72,0.496,19
441,Z441_C046045,441,D001_3,C046045,10.851,106.65,4.75,0.175,4
442,Z442_C019037,442,D001_3,C019037,10.8485,106.65,3.05,0.207,13
443,Z443_C049637,443,D001_3,C049637,10.8496,106.652,23.22,0.657,23
444,Z444_C027305,444,D001_3,C027305,10.8514,106.645,14,0.609,17
445,Z445_C014701,445,D001_3,C014701,10.8532,106.648,18.8,0.42,18
446,Z446_C019153,446,D001_3,C019153,10.8528,106.645,16.03,0.395,16
447,Z447_C036998,447,D001_3,C036998,10.835,106.673,12.87,0.368,26
448,Z448_C044670,448,D001_3,C044670,10.829,106.664,7.11,0.672,30
449,Z449_C002206,449,D001_3,C002206,10.836,106.659,13.34,0.318,21
450,Z450_C023656,450,D001_3,C023656,10.8344,106.66,14.62,0.401,16
451,Z451_C012249,451,D001_3,C012249,10.8354,106.662,3.91,0.379,20
452,Z452_C042830,452,D001_3,C042830,10.8385,106.668,14.58,0.573,16
453,Z453_C026419,453,D001_3,C026419,10.8369,106.663,1.41,0.403,21
454,Z454_C018437,454,D001_3,C018437,10.8292,106.652,9.12,0.552,43
455,Z455_C021960,455,D001_3,C021960,10.8285,106.657,1.78,0.234,4
456,Z456_C040667,456,D001_3,C040667,10.8258,106.655,13.41,0.541,26
457,Z457_C017325,457,D001_3,C017325,10.8295,106.659,6.19,0.207,5
458,Z458_C014531,458,D001_3,C014531,10.8234,106.656,7.04,0.451,12
459,Z459_C023772,459,D001_3,C023772,10.8363,106.651,25.45,0.682,30
460,Z460_C018799,460,D001_3,C018799,10.8281,106.644,6.07,0.603,30
461,Z461_C027106,461,D001_3,C027106,10.8273,106.649,5.44,0.321,20
462,Z462_C006736,462,D001_3,C006736,10.8216,106.65,2.83,0.391,21
463,Z463_C025336,463,D001_3,C025336,10.8657,106.67,9.49,0.183,9
464,Z464_C000757,464,D001_3,C000757,10.8659,106.67,47.08,0.652,31
465,Z465_C008241,465,D001_3,C008241,10.8718,106.666,23.84,0.402,15
466,Z466_C018759,466,D001_3,C018759,10.8726,106.662,9.37,0.603,29
467,Z467_C023245,467,D001_3,C023245,10.8735,106.667,36.35,0.45,10
468,Z468_C005966,468,D001_3,C005966,10.8773,106.663,29.64,0.635,37
469,Z469_C024017,469,D001_3,C024017,10.8748,106.666,17.68,0.224,6
470,Z470_C023514,470,D001_3,C023514,10.8773,106.673,21.47,0.304,23
471,Z471_C049341,471,D001_3,C049341,10.8763,106.671,12.65,0.498,35
472,Z472_C038513,472,D001_3,C038513,10.8772,106.675,7.52,0.209,14
473,Z473_C035920,473,D001_3,C035920,10.8749,106.674,48.82,0.626,26
474,Z474_C010473,474,D001_3,C010473,10.8704,106.671,23.01,0.58,30
475,Z475_C023589,475,D001_3,C023589,10.8666,106.661,16.11,0.221,6
476,Z476_C003659,476,D001_3,C003659,10.8637,106.665,33.72,0.541,21
477,Z477_C027396,477,D001_3,C027396,10.8714,106.656,10.71,0.168,14
478,Z478_C003373,478,D001_3,C003373,10.8737,106.655,0.34,0.194,8
479,Z479_C006719,479,D001_3,C006719,10.8721,106.656,35.66,0.567,39
480,Z480_C014159,480,D001_3,C014159,10.873,106.651,26.38,0.433,13
481,Z481_C010063,481,D001_3,C010063,10.8794,106.675,20.58,0.408,19
482,Z482_C020547,482,D001_3,C020547,10.8802,106.678,28.86,0.594,29
483,Z483_C009793,483,D001_3,C009793,10.8817,106.671,31.35,0.38,17
484,Z484_C010243,484,D001_3,C010243,10.8789,106.67,29.45,0.424,25
485,Z485_C015866,485,D001_3,C015866,10.8944,106.65,16.91,0.407,13
486,Z486_C034323,486,D001_3,C034323,10.8921,106.651,28.44,0.574,20
487,Z487_C014090,487,D001_3,C014090,10.8833,106.664,29.69,0.387,24
488,Z488_C034644,488,D001_3,C034644,10.8841,106.656,11.62,0.329,20
489,Z489_C016972,489,D001_3,C016972,10.8896,106.66,28.41,0.383,22
490,Z490_C008522,490,D001_3,C008522,10.8935,106.643,23.1,0.425,11
491,Z491_C025182,491,D001_3,C025182,10.8871,106.682,14.09,0.677,30
492,Z492_C014989,492,D001_3,C014989,10.8915,106.678,34.16,0.455,6
493,Z493_C031758,493,D001_3,C031758,10.882,106.669,16.15,0.308,9
494,Z494_C012895,494,D001_3,C012895,10.8899,106.676,35.17,0.631,28
495,Z495_C014741,495,D001_3,C014741,10.8942,106.659,14.81,0.218,4
496,Z496_C047908,496,D001_3,C047908,10.8938,106.665,12.99,0.558,26
497,Z497_C012234,497,D001_3,C012234,10.8903,106.663,22.07,0.334,26
498,Z498_C000988,498,D001_3,C000988,10.8926,106.674,35.82,0.377,19
499,Z499_C037538,499,D001_3,C037538,10.8959,106.675,12.78,0.223,4
500,Z500_C013912,500,D001_3,C013912,10.8887,106.669,6.74,0.139,10
501,Z501_C034494,501,D001_3,C034494,10.8843,106.668,24.28,0.567,37
502,Z502_C030146,502,D001_3,C030146,10.8859,106.664,3.03,0.124,10
503,Z503_C044613,503,D001_3,C044613,10.8827,106.651,39.4,0.59,35
504,Z504_C027590,504,D001_3,C027590,10.8797,106.652,30.39,0.387,9
505,Z505_C010169,505,D001_3,C010169,10.883,106.646,19.46,0.402,24
506,Z506_C013888,506,D001_3,C013888,10.8782,106.642,29.71,0.633,19
507,Z507_C012921,507,D001_3,C012921,10.8805,106.666,16,0.159,4
508,Z508_C003510,508,D001_3,C003510,10.8797,106.663,31.99,0.549,31
509,Z509_C010121,509,D001_3,C010121,10.8779,106.659,29,0.587,22
510,Z510_C016272,510,D001_3,C016272,10.8639,106.749,44.14,0.125,16
511,Z511_C014269,511,D001_3,C014269,10.8717,106.746,65.21,0.342,41
512,Z512_C010470,512,D001_3,C010470,10.873,106.752,66.79,0.5,56
513,Z513_C032168,513,D001_3,C032168,10.8754,106.759,39.29,0.351,26
514,Z514_C026075,514,D001_3,C026075,10.8643,106.759,14.47,0.062,13
515,Z515_C001029,515,D001_3,C001029,10.8738,106.772,23.49,0.225,7
516,Z516_C045958,516,D001_3,C045958,10.8755,106.761,17.62,0.024,14
517,Z517_C028916,517,D001_3,C028916,10.8742,106.766,64.65,0.542,35
518,Z518_C027210,518,D001_3,C027210,10.8687,106.769,39.7,0.574,47
519,Z519_C006501,519,D001_3,C006501,10.8725,106.775,7.07,0.058,10
520,Z520_C016129,520,D001_3,C016129,10.8772,106.78,49.08,0.611,19
521,Z521_C021381,521,D001_3,C021381,10.8798,106.774,50.27,0.319,39
522,Z522_C025226,522,D001_3,C025226,10.8786,106.769,21.97,0.199,7
523,Z523_C015777,523,D001_3,C015777,10.8868,106.766,55.14,0.431,22
524,Z524_C037163,524,D001_3,C037163,10.88,106.762,33.39,0.267,13
525,Z525_C016803,525,D001_3,C016803,10.8937,106.765,42.97,0.286,35
526,Z526_C017535,526,D001_3,C017535,10.8855,106.762,31.82,0.124,6
527,Z527_C002489,527,D001_3,C002489,10.8876,106.759,14.83,0.204,15
528,Z528_C040281,528,D001_3,C040281,10.8881,106.761,51.04,0.496,38
529,Z529_C003417,529,D001_3,C003417,10.8839,106.76,8.28,0.259,16
530,Z530_C041191,530,D001_3,C041191,10.881,106.756,43.75,0.43,21
531,Z531_C019789,531,D001_3,C019789,10.8897,106.759,61.15,0.505,39
532,Z532_C049120,532,D001_3,C049120,10.8913,106.756,75.33,0.644,47
533,Z533_C009836,533,D001_3,C009836,10.8811,106.749,67.25,0.57,39
534,Z534_C001861,534,D001_3,C001861,10.8818,106.742,47.12,0.073,13
535,Z535_C026242,535,D001_3,C026242,10.8949,106.747,45.58,0.297,35
536,Z536_C014413,536,D001_3,C014413,10.8925,106.755,22.35,0.024,3
537,Z537_C044740,537,D001_3,C044740,10.8891,106.752,61.05,0.376,42
538,Z538_C032227,538,D001_3,C032227,10.8903,106.745,70,0.249,31
539,Z539_C008860,539,D001_3,C008860,10.8949,106.779,23.12,0.438,9
540,Z540_C024659,540,D001_3,C024659,10.8922,106.78,51.62,0.493,30
541,Z541_C048293,541,D001_3,C048293,10.8844,106.779,59.88,0.129,31
542,Z542_C005432,542,D001_3,C005432,10.8879,106.782,32.91,0.071,12
543,Z543_C013786,543,D001_3,C013786,10.8934,106.79,37.9,0.377,23
544,Z544_C045593,544,D001_3,C045593,10.8949,106.768,75.76,0.479,51
545,Z545_C023785,545,D001_3,C023785,10.8289,106.696,34.04,0.43,11
546,Z546_C002136,546,D001_3,C002136,10.8385,106.709,47.66,0.519,33
547,Z547_C002207,547,D001_3,C002207,10.8356,106.71,26.03,0.369,18
548,Z548_C048713,548,D001_3,C048713,10.8382,106.704,58.48,0.676,33
549,Z549_C029573,549,D001_3,C029573,10.834,106.704,7.6,0.249,15
550,Z550_C030037,550,D001_3,C030037,10.8333,106.696,37.72,0.352,18
551,Z551_C024176,551,D001_3,C024176,10.8404,106.705,33.98,0.403,17
552,Z552_C011678,552,D001_3,C011678,10.8398,106.706,54.18,0.686,30
553,Z553_C039324,553,D001_3,C039324,10.8431,106.707,39.66,0.525,35
554,Z554_C018476,554,D001_3,C018476,10.8422,106.701,24.14,0.148,14
555,Z555_C000176,555,D001_3,C000176,10.8531,106.707,40.9,0.624,32
556,Z556_C034591,556,D001_3,C034591,10.8477,106.706,18.19,0.168,8
557,Z557_C003635,557,D001_3,C003635,10.8561,106.711,18.06,0.25,7
558,Z558_C035751,558,D001_3,C035751,10.8577,106.713,13.68,0.207,15
559,Z559_C019839,559,D001_3,C019839,10.8443,106.713,40.17,0.672,37
560,Z560_C015306,560,D001_3,C015306,10.8469,106.706,6.85,0.21,12
561,Z561_C014683,561,D001_3,C014683,10.8493,106.71,17.49,0.676,19
562,Z562_C037543,562,D001_3,C037543,10.847,106.713,8.65,0.17,12
563,Z563_C022047,563,D001_3,C022047,10.8527,106.713,43.96,0.65,24
564,Z564_C014053,564,D001_3,C014053,10.8518,106.718,14.4,0.208,15
565,Z565_C008836,565,D001_3,C008836,10.8518,106.723,17.41,0.195,7
566,Z566_C041459,566,D001_3,C041459,10.8452,106.722,44.58,0.584,36
567,Z567_C018040,567,D001_3,C018040,10.8401,106.72,42.87,0.477,35
568,Z568_C008718,568,D001_3,C008718,10.8398,106.716,18.8,0.438,20
569,Z569_C002971,569,D001_3,C002971,10.838,106.718,29.64,0.284,26
570,Z570_C025751,570,D001_3,C025751,10.8342,106.718,47.35,0.468,21
571,Z571_C012061,571,D001_3,C012061,10.8142,106.718,17.23,0.229,8
572,Z572_C006885,572,D001_3,C006885,10.8227,106.711,20.23,0.233,11
573,Z573_C026835,573,D001_3,C026835,10.8286,106.714,37.76,0.639,27
574,Z574_C046254,574,D001_3,C046254,10.8213,106.707,17.49,0.226,5
575,Z575_C009002,575,D001_3,C009002,10.8286,106.71,23.61,0.488,13
576,Z576_C048159,576,D001_3,C048159,10.837,106.714,13.5,0.172,13
577,Z577_C024725,577,D001_3,C024725,10.8363,106.714,15.8,0.395,18
578,Z578_C033539,578,D001_3,C033539,10.8299,106.715,12.57,0.18,11
579,Z579_C035060,579,D001_3,C035060,10.8321,106.716,41.93,0.594,23
580,Z580_C003472,580,D001_3,C003472,10.8382,106.714,16.27,0.119,13
581,Z581_C007062,581,D001_3,C007062,10.8356,106.729,60.8,0.545,32
582,Z582_C020771,582,D001_3,C020771,10.8291,106.723,17.58,0.238,3
583,Z583_C014095,583,D001_3,C014095,10.8412,106.723,31.09,0.437,16
584,Z584_C037090,584,D001_3,C037090,10.8474,106.726,21.27,0.231,7
585,Z585_C017433,585,D001_3,C017433,10.8321,106.736,54.76,0.628,39
586,Z586_C034763,586,D001_3,C034763,10.8328,106.736,8.79,0.215,3
587,Z587_C018760,587,D001_3,C018760,10.8175,106.731,23.39,0.451,14
588,Z588_C034437,588,D001_3,C034437,10.8353,106.735,48.47,0.584,28
589,Z589_C010785,589,D001_3,C010785,10.8379,106.732,5.02,0.219,15
590,Z590_C027624,590,D001_3,C027624,10.8917,106.667,64,0.296,24
591,Z591_C041103,591,D001_3,C041103,10.8926,106.669,53.77,0.248,25
592,Z592_C014631,592,D001_3,C014631,10.8919,106.665,27.07,0.102,7
593,Z593_C003623,593,D001_3,C003623,10.8856,106.663,32.18,0.21,12
594,Z594_C045649,594,D001_3,C045649,10.8874,106.667,52.52,0.264,26
595,Z595_C026243,595,D001_3,C026243,10.8808,106.665,36.44,0.17,13
596,Z596_C045001,596,D001_3,C045001,10.8874,106.674,45.55,0.286,22
597,Z597_C003319,597,D001_3,C003319,10.886,106.669,60.07,0.32,36
598,Z598_C014477,598,D001_3,C014477,10.8772,106.664,48.11,0.142,28
599,Z599_C006346,599,D001_3,C006346,10.8753,106.661,66.45,0.296,23
600,Z600_C000646,600,D001_3,C000646,10.8755,106.667,52.59,0.314,24
601,Z601_C033814,601,D001_3,C033814,10.8764,106.673,66.79,0.295,20
602,Z602_C029733,602,D001_3,C029733,10.8786,106.672,44.27,0.175,17
603,Z603_C010985,603,D001_3,C010985,10.8825,106.678,49.78,0.2,22
604,Z604_C030747,604,D001_3,C030747,10.8794,106.683,18.26,0.026,13
605,Z605_C004589,605,D001_3,C004589,10.8731,106.663,28.67,0.148,17
606,Z606_C020581,606,D001_3,C020581,10.8678,106.657,65.55,0.097,22
607,Z607_C009557,607,D001_3,C009557,10.8767,106.657,18.61,0.11,8
608,Z608_C010359,608,D001_3,C010359,10.8837,106.658,50.12,0.214,26
609,Z609_C034495,609,D001_3,C034495,10.878,106.66,54.05,0.271,20
610,Z610_C018628,610,D001_3,C018628,10.8931,106.665,64.47,0.186,40
611,Z611_C011847,611,D001_3,C011847,10.894,106.674,54,0.328,35
612,Z612_C049787,612,D001_3,C049787,10.8827,106.684,66.46,0.056,24
613,Z613_C007686,613,D001_3,C007686,10.891,106.68,63.44,0.066,32
614,Z614_C035203,614,D001_3,C035203,10.876,106.648,40.96,0.176,20
615,Z615_C018765,615,D001_3,C018765,10.8804,106.637,69.46,0.048,25
616,Z616_C032596,616,D001_3,C032596,10.8808,106.651,23.01,0.166,12
617,Z617_C006840,617,D001_3,C006840,10.893,106.658,67.43,0.311,47
618,Z618_C045423,618,D001_3,C045423,10.8863,106.652,53.14,0.165,32
619,Z619_C003271,619,D001_3,C003271,10.8904,106.649,30.96,0.078,19
620,Z620_C007575,620,D001_3,C007575,10.883,106.65,19.78,0.098,15
621,Z621_C008917,621,D001_3,C008917,10.8942,106.652,77,0.353,54
622,Z622_C013449,622,D001_3,C013449,10.8933,106.647,22.18,0.096,12
623,Z623_C013268,623,D001_3,C013268,10.8856,106.644,78.04,0.143,44
624,Z624_C037244,624,D001_3,C037244,10.8689,106.582,38.47,0.501,28
625,Z625_C007554,625,D001_3,C007554,10.86,106.582,10.68,0.292,9
626,Z626_C018917,626,D001_3,C018917,10.8611,106.583,12.94,0.364,22
627,Z627_C008410,627,D001_3,C008410,10.8624,106.583,28.69,0.354,39
628,Z628_C014517,628,D001_3,C014517,10.8665,106.586,8.09,0.041,12
629,Z629_C014224,629,D001_3,C014224,10.8605,106.589,14.32,0.62,51
630,Z630_C004583,630,D001_3,C004583,10.8641,106.591,2.52,0.153,10
631,Z631_C040800,631,D001_3,C040800,10.8932,106.589,48.35,0.586,40
632,Z632_C030755,632,D001_3,C030755,10.8942,106.593,36.34,0.166,13
633,Z633_C024790,633,D001_3,C024790,10.8905,106.586,56.78,0.55,47
634,Z634_C026901,634,D001_3,C026901,10.8892,106.592,15.74,0.168,16
635,Z635_C042763,635,D001_3,C042763,10.8888,106.587,23.02,0.063,9
636,Z636_C000343,636,D001_3,C000343,10.8921,106.584,66.49,0.666,41
637,Z637_C033397,637,D001_3,C033397,10.8934,106.58,46.24,0.08,27
638,Z638_C039717,638,D001_3,C039717,10.8742,106.581,46.73,0.427,52
639,Z639_C021532,639,D001_3,C021532,10.8779,106.585,40.39,0.238,11
640,Z640_C016910,640,D001_3,C016910,10.8855,106.581,13.32,0.248,21
641,Z641_C016734,641,D001_3,C016734,10.8858,106.586,29.9,0.42,35
642,Z642_C006496,642,D001_3,C006496,10.8873,106.582,40.46,0.615,15
643,Z643_C039497,643,D001_3,C039497,10.8847,106.584,23.25,0.467,24
644,Z644_C048488,644,D001_3,C048488,10.8808,106.588,53.39,0.477,26
645,Z645_C049233,645,D001_3,C049233,10.885,106.589,44.12,0.458,29
646,Z646_C021047,646,D001_3,C021047,10.8918,106.593,9.12,0.11,10
647,Z647_C019816,647,D001_3,C019816,10.889,106.593,38.82,0.467,38
648,Z648_C028625,648,D001_3,C028625,10.8906,106.594,18.56,0.236,13
649,Z649_C035171,649,D001_3,C035171,10.8883,106.592,5.36,0.011,6
650,Z650_C023079,650,D001_3,C023079,10.8863,106.594,39.83,0.564,41
651,Z651_C035110,651,D001_3,C035110,10.8904,106.596,39.5,0.503,15
652,Z652_C017651,652,D001_3,C017651,10.8918,106.599,17.78,0.216,18
653,Z653_C025213,653,D001_3,C025213,10.8873,106.602,17.15,0.115,21
654,Z654_C030772,654,D001_3,C030772,10.8886,106.599,70.76,0.55,36
655,Z655_C025690,655,D001_3,C025690,10.8935,106.605,15.53,0.629,32
656,Z656_C020811,656,D001_3,C020811,10.8931,106.598,51.59,0.579,21
657,Z657_C041417,657,D001_3,C041417,10.884,106.601,14.47,0.292,13
658,Z658_C019380,658,D001_3,C019380,10.8769,106.59,53.16,0.425,30
659,Z659_C007991,659,D001_3,C007991,10.8823,106.594,28.57,0.485,28
660,Z660_C007829,660,D001_3,C007829,10.883,106.595,20.1,0.489,32
661,Z661_C012826,661,D001_3,C012826,10.8783,106.597,73.62,0.512,50
662,Z662_C030175,662,D001_3,C030175,10.8775,106.601,71.14,0.342,43
663,Z663_C011461,663,D001_3,C011461,10.8773,106.605,46.9,0.595,36
664,Z664_C026909,664,D001_3,C026909,10.8812,106.607,14.29,0.5,34
665,Z665_C012365,665,D001_3,C012365,10.8709,106.598,37.41,0.205,13
666,Z666_C032573,666,D001_3,C032573,10.8722,106.601,76.46,0.672,23
667,Z667_C015074,667,D001_3,C015074,10.8668,106.601,29.61,0.459,38
668,Z668_C018807,668,D001_3,C018807,10.8756,106.601,8.15,0.208,4
669,Z669_C031950,669,D001_3,C031950,10.8719,106.588,22.09,0.339,23
670,Z670_C018920,670,D001_3,C018920,10.871,106.592,54.27,0.413,44
671,Z671_C020200,671,D001_3,C020200,10.875,106.593,74.41,0.363,32
672,Z672_C027255,672,D001_3,C027255,10.8764,106.594,33.99,0.628,27
673,Z673_C033745,673,D001_3,C033745,10.8755,106.6,13.55,0.122,3
674,Z674_C034971,674,D001_3,C034971,10.869,106.587,35.68,0.663,31
675,Z675_C022677,675,D001_3,C022677,10.8655,106.591,8.9,0.298,18
676,Z676_C006318,676,D001_3,C006318,10.8231,106.71,38.77,0.108,24
677,Z677_C001471,677,D001_3,C001471,10.8196,106.712,48.75,0.206,23
678,Z678_C013110,678,D001_3,C013110,10.823,106.715,24.29,0.115,14
679,Z679_C036235,679,D001_3,C036235,10.825,106.718,54.28,0.135,29
680,Z680_C006989,680,D001_3,C006989,10.8257,106.712,36.29,0.224,23
681,Z681_C014672,681,D001_3,C014672,10.8136,106.718,21.81,0.123,8
682,Z682_C036669,682,D001_3,C036669,10.8287,106.725,64.01,0.176,23
683,Z683_C018496,683,D001_3,C018496,10.8175,106.716,61.87,0.354,37
684,Z684_C044574,684,D001_3,C044574,10.8339,106.7,78.12,0.477,31
685,Z685_C022628,685,D001_3,C022628,10.8384,106.7,55.86,0.245,17
686,Z686_C022724,686,D001_3,C022724,10.8296,106.704,43.17,0.148,16
687,Z687_C007008,687,D001_3,C007008,10.8325,106.706,77.82,0.282,35
688,Z688_C049439,688,D001_3,C049439,10.8348,106.709,26.15,0.164,28
689,Z689_C019264,689,D001_3,C019264,10.8374,106.716,73.41,0.217,39
690,Z690_C020328,690,D001_3,C020328,10.8285,106.715,26.04,0.103,8
691,Z691_C030840,691,D001_3,C030840,10.8282,106.71,40.19,0.125,27
692,Z692_C008532,692,D001_3,C008532,10.8275,106.709,70.45,0.211,39
693,Z693_C031172,693,D001_3,C031172,10.8201,106.695,46.23,0.221,34
694,Z694_C012303,694,D001_3,C012303,10.8352,106.698,46.23,0.167,8
695,Z695_C046709,695,D001_3,C046709,10.8323,106.698,52.27,0.099,23
