customer_id,cluster_id,medoid_id,medoid_index,distance_km
C010095,1,C045643,3630,1.966553
C010104,7,C008032,630,2.057878
C010106,5,C023800,1861,2.321709
C010153,7,C008032,630,1.170550
C010160,4,C001362,118,1.733867
C010175,7,C008032,630,2.155266
C010176,5,C023800,1861,1.791482
C010188,5,C023800,1861,1.807152
C010191,3,C038542,3084,1.144262
C010195,5,C023800,1861,3.239118
C010203,6,C016665,1320,2.527507
C010214,2,C006463,501,1.731259
C010256,7,C008032,630,2.478713
C010257,2,C006463,501,1.715885
C010274,0,C041816,3311,2.333469
C010307,5,C023800,1861,2.350695
C010360,7,C008032,630,2.532717
C010368,6,C016665,1320,2.089746
C010377,7,C008032,630,2.707234
C010393,0,C041816,3311,2.720498
C010398,4,C001362,118,1.909195
C010400,5,C023800,1861,3.728465
C010439,7,C008032,630,2.739151
C010453,7,C008032,630,2.232054
C010523,7,C008032,630,1.642414
C010529,1,C045643,3630,2.216037
C010533,3,C038542,3084,2.870039
C010538,0,C041816,3311,0.973945
C010549,0,C041816,3311,2.484632
C010563,2,C006463,501,1.181223
C010565,1,C045643,3630,1.642379
C010566,2,C006463,501,1.682140
C010572,6,C016665,1320,2.531614
C010588,2,C006463,501,1.821993
C010591,6,C016665,1320,2.346925
C010592,4,C001362,118,3.010507
C010602,7,C008032,630,0.320720
C010611,7,C008032,630,1.621263
C010653,5,C023800,1861,1.380821
C010661,1,C045643,3630,1.574545
C010668,2,C006463,501,1.109984
C010675,1,C045643,3630,1.280720
C010714,5,C023800,1861,2.068889
C010723,1,C045643,3630,1.624960
C010728,5,C023800,1861,1.997950
C010797,5,C023800,1861,2.578789
C010823,7,C008032,630,0.505311
C010825,4,C001362,118,1.810033
C010826,1,C045643,3630,2.513550
C010831,3,C038542,3084,0.401917
C010882,4,C001362,118,2.382238
C010902,4,C001362,118,0.513673
C010923,0,C041816,3311,1.772981
C010930,3,C038542,3084,2.298961
C010942,5,C023800,1861,0.334496
C010966,6,C016665,1320,2.420146
C010971,0,C041816,3311,1.055652
C010986,0,C041816,3311,1.989092
C011000,1,C045643,3630,1.059798
C011008,1,C045643,3630,0.440587
C011025,5,C023800,1861,1.555490
C011036,5,C023800,1861,2.908652
C011040,2,C006463,501,1.481092
C011079,1,C045643,3630,0.901599
C011105,2,C006463,501,1.854363
C011113,2,C006463,501,1.473840
C011127,0,C041816,3311,2.545432
C011138,1,C045643,3630,1.752169
C011149,3,C038542,3084,0.479175
C011162,2,C006463,501,1.866825
C011164,2,C006463,501,2.063496
C011166,7,C008032,630,3.038825
C011172,1,C045643,3630,1.371076
C011175,0,C041816,3311,1.254613
C011176,4,C001362,118,2.244926
C011187,7,C008032,630,0.921615
C011233,7,C008032,630,0.348325
C011237,3,C038542,3084,2.511009
C011257,2,C006463,501,1.440044
C011258,6,C016665,1320,1.003773
C011264,3,C038542,3084,1.012199
C011270,7,C008032,630,1.278152
C011285,4,C001362,118,2.385048
C011286,5,C023800,1861,1.881011
C011304,1,C045643,3630,2.584982
C011318,4,C001362,118,2.728498
C011336,7,C008032,630,1.472930
C011339,5,C023800,1861,1.848263
C011366,4,C001362,118,0.113805
C011379,0,C041816,3311,2.439916
C011385,2,C006463,501,2.020789
C011387,3,C038542,3084,2.209297
C011407,6,C016665,1320,1.696495
C011413,2,C006463,501,1.573841
C011417,5,C023800,1861,2.233824
C011429,6,C016665,1320,0.774283
C011434,1,C045643,3630,0.641808
C011435,2,C006463,501,3.153406
C011474,6,C016665,1320,1.715301
C011476,5,C023800,1861,1.489083
C011486,2,C006463,501,1.721198
C011543,2,C006463,501,1.745236
C011550,6,C016665,1320,1.712714
C011566,5,C023800,1861,2.677836
C011567,0,C041816,3311,1.388115
C011579,2,C006463,501,2.457451
C011584,5,C023800,1861,0.327189
C011585,7,C008032,630,1.807517
C011591,5,C023800,1861,1.961318
C011596,4,C001362,118,1.515533
C011597,0,C041816,3311,1.706184
C011598,0,C041816,3311,1.369938
C011603,5,C023800,1861,1.352460
C011604,7,C008032,630,2.579307
C011605,1,C045643,3630,2.115602
C011608,1,C045643,3630,1.666405
C011611,0,C041816,3311,2.026313
C011622,7,C008032,630,2.073611
C011634,4,C001362,118,2.383102
C011635,4,C001362,118,0.951641
C011636,1,C045643,3630,2.313778
C011638,6,C016665,1320,1.706702
C011682,5,C023800,1861,0.113987
C011691,4,C001362,118,1.923061
C011697,1,C045643,3630,2.149101
C011715,6,C016665,1320,1.211811
C011733,2,C006463,501,1.954034
C011755,5,C023800,1861,2.242003
C011767,3,C038542,3084,1.794865
C011789,0,C041816,3311,2.464254
C011812,7,C008032,630,1.000447
C011846,2,C006463,501,3.213330
C011862,6,C016665,1320,0.884684
C011864,2,C006463,501,0.358870
C011890,1,C045643,3630,2.455077
C011897,5,C023800,1861,2.474452
C011907,7,C008032,630,2.077231
C011922,3,C038542,3084,1.744901
C011932,4,C001362,118,2.413265
C011939,6,C016665,1320,2.151022
C011952,6,C016665,1320,1.438194
C011963,3,C038542,3084,1.784751
C011970,3,C038542,3084,2.198268
C012011,1,C045643,3630,2.356843
C012017,2,C006463,501,0.765568
C012026,5,C023800,1861,1.270875
C012035,3,C038542,3084,1.984301
C012040,7,C008032,630,1.393535
C012043,6,C016665,1320,3.009234
C012067,7,C008032,630,1.171451
C012074,7,C008032,630,2.077350
C012106,5,C023800,1861,1.028301
C012139,7,C008032,630,0.508512
C012176,2,C006463,501,1.804251
C012177,2,C006463,501,2.488734
C012219,6,C016665,1320,1.118389
C012233,5,C023800,1861,2.720750
C012238,5,C023800,1861,0.880411
C012243,0,C041816,3311,1.148032
C012250,1,C045643,3630,1.763111
C012256,6,C016665,1320,1.435165
C012270,3,C038542,3084,2.757882
C012314,4,C001362,118,1.948738
C012328,5,C023800,1861,2.218803
C012332,2,C006463,501,0.322893
C012339,7,C008032,630,2.019080
C012344,4,C001362,118,2.048852
C012368,2,C006463,501,1.167263
C012371,4,C001362,118,1.886120
C012374,2,C006463,501,2.306790
C012388,0,C041816,3311,1.941894
C012407,4,C001362,118,1.884726
C012410,4,C001362,118,1.823322
C012419,2,C006463,501,1.648553
C012480,0,C041816,3311,2.426975
C012488,3,C038542,3084,0.427763
C012527,4,C001362,118,1.794351
C012534,2,C006463,501,1.423263
C012535,3,C038542,3084,2.189757
C012555,2,C006463,501,2.752527
C012581,1,C045643,3630,2.015774
C012599,5,C023800,1861,1.774876
C012604,4,C001362,118,2.153283
C012606,1,C045643,3630,0.606450
C012616,6,C016665,1320,2.776636
C012637,0,C041816,3311,2.659866
C012646,2,C006463,501,2.486706
C012655,6,C016665,1320,1.988425
C012667,5,C023800,1861,3.584119
C012669,7,C008032,630,2.048913
C012706,3,C038542,3084,1.128069
C012712,1,C045643,3630,2.078250
C012719,1,C045643,3630,2.502271
C012741,1,C045643,3630,2.516099
C012746,4,C001362,118,1.887337
C012758,4,C001362,118,1.559431
C012781,6,C016665,1320,1.263018
C012796,7,C008032,630,1.700349
C012805,0,C041816,3311,0.610387
C012812,7,C008032,630,0.969217
C012822,7,C008032,630,2.634954
C012825,5,C023800,1861,1.997786
C012832,0,C041816,3311,0.918721
C012843,6,C016665,1320,1.754330
C012844,2,C006463,501,2.421487
C012847,3,C038542,3084,1.935973
C012891,4,C001362,118,2.475951
C012902,5,C023800,1861,2.388869
C012909,2,C006463,501,1.432736
C012913,6,C016665,1320,3.028272
C012925,1,C045643,3630,1.855248
C012930,4,C001362,118,1.761490
C012940,4,C001362,118,3.214563
C012980,0,C041816,3311,0.874464
C012981,0,C041816,3311,1.972013
C012990,2,C006463,501,1.839259
C012993,7,C008032,630,1.383106
C013001,2,C006463,501,2.785590
C013003,3,C038542,3084,1.995410
C013014,0,C041816,3311,2.426730
C013023,2,C006463,501,1.648039
C013043,2,C006463,501,2.214942
C013046,7,C008032,630,2.472436
C013050,0,C041816,3311,2.816800
C013069,4,C001362,118,1.278927
C013085,4,C001362,118,2.126760
C013087,7,C008032,630,2.535206
C013094,5,C023800,1861,1.824932
C013119,5,C023800,1861,1.087868
C013122,2,C006463,501,2.633818
C013146,4,C001362,118,2.117510
C013154,4,C001362,118,2.710734
C013167,3,C038542,3084,2.388548
C013173,0,C041816,3311,3.138845
C013183,3,C038542,3084,3.461759
C013190,4,C001362,118,1.905750
C013218,0,C041816,3311,2.375156
C013225,0,C041816,3311,2.096555
C013236,4,C001362,118,1.682313
C013248,3,C038542,3084,0.588551
C013253,7,C008032,630,1.522658
C013263,1,C045643,3630,1.730809
C013274,4,C001362,118,1.884429
C013299,6,C016665,1320,2.779333
C013304,7,C008032,630,1.508060
C013336,7,C008032,630,1.983822
C013363,3,C038542,3084,1.960985
C013372,1,C045643,3630,1.049195
C013390,7,C008032,630,1.017853
C013400,3,C038542,3084,2.508683
C013402,5,C023800,1861,0.731090
C013426,4,C001362,118,2.202818
C013435,2,C006463,501,1.559450
C013441,4,C001362,118,1.920703
C013445,5,C023800,1861,2.027302
C013450,5,C023800,1861,1.830273
C013463,0,C041816,3311,2.502647
C013495,4,C001362,118,2.436891
C013501,5,C023800,1861,0.708306
C013527,1,C045643,3630,1.847415
C013535,3,C038542,3084,1.892775
C013547,2,C006463,501,1.310737
C013554,6,C016665,1320,2.069739
C013573,3,C038542,3084,2.850886
C013594,6,C016665,1320,3.197627
C013605,5,C023800,1861,1.584630
C013625,4,C001362,118,1.577007
C013691,3,C038542,3084,1.529086
C013700,2,C006463,501,2.544782
C013710,7,C008032,630,1.246666
C013712,0,C041816,3311,1.364507
C013727,1,C045643,3630,1.849212
C013731,1,C045643,3630,1.827480
C013734,3,C038542,3084,0.480437
C013742,7,C008032,630,2.538695
C013747,7,C008032,630,2.594443
C013748,2,C006463,501,2.784373
C013749,2,C006463,501,1.415436
C013761,2,C006463,501,1.212781
C013763,4,C001362,118,1.473790
C013774,1,C045643,3630,2.094868
C013779,1,C045643,3630,1.133596
C013782,0,C041816,3311,1.763274
C013783,2,C006463,501,2.039746
C013809,7,C008032,630,2.200638
C013817,0,C041816,3311,1.153113
C013841,7,C008032,630,0.569763
C013842,5,C023800,1861,1.794009
C013846,1,C045643,3630,0.937842
C013857,5,C023800,1861,2.673315
C013872,5,C023800,1861,1.453413
C013882,7,C008032,630,2.426288
C013887,4,C001362,118,0.794589
C013903,3,C038542,3084,0.580419
C013908,0,C041816,3311,0.969793
C013934,6,C016665,1320,0.988077
C013935,2,C006463,501,1.366312
C013936,7,C008032,630,0.677735
C013948,6,C016665,1320,1.366180
C013962,5,C023800,1861,2.897284
C013964,2,C006463,501,1.315227
C013972,3,C038542,3084,1.387093
C013975,0,C041816,3311,2.783269
C013989,2,C006463,501,1.431756
C014035,6,C016665,1320,2.318591
C014042,2,C006463,501,2.575816
C014057,3,C038542,3084,1.908538
C014070,2,C006463,501,1.442875
C014072,2,C006463,501,1.098420
C014078,3,C038542,3084,2.353640
C014081,4,C001362,118,2.613016
C014082,2,C006463,501,2.843829
C014145,7,C008032,630,1.459004
C014161,5,C023800,1861,2.864787
C014169,4,C001362,118,2.105802
C014186,5,C023800,1861,2.960697
C014191,6,C016665,1320,1.935538
C014196,4,C001362,118,1.260571
C014206,0,C041816,3311,1.730728
C014218,7,C008032,630,2.337671
C014256,1,C045643,3630,2.809041
C014262,7,C008032,630,1.610337
C014267,2,C006463,501,1.886813
C014288,6,C016665,1320,0.795468
C014292,6,C016665,1320,2.201692
C014305,7,C008032,630,2.136120
C014307,7,C008032,630,1.556758
C014311,0,C041816,3311,1.674022
C014326,7,C008032,630,1.943330
C014332,3,C038542,3084,2.455955
C014335,4,C001362,118,1.746719
C014338,5,C023800,1861,1.173325
C014352,1,C045643,3630,1.907955
C014367,5,C023800,1861,1.922164
C014382,6,C016665,1320,1.059964
C014384,6,C016665,1320,2.547932
C014397,0,C041816,3311,2.059084
C014402,3,C038542,3084,2.296878
C014409,4,C001362,118,2.185311
C014411,1,C045643,3630,1.717584
C014422,0,C041816,3311,2.812044
C014446,7,C008032,630,1.719013
C014469,6,C016665,1320,1.454614
C014485,7,C008032,630,2.743693
C014514,2,C006463,501,1.582229
C014515,4,C001362,118,2.450104
C014518,2,C006463,501,2.239845
C014522,3,C038542,3084,1.506314
C014525,7,C008032,630,2.242144
C014529,5,C023800,1861,2.691231
C014535,7,C008032,630,2.224051
C014537,1,C045643,3630,2.084362
C014541,2,C006463,501,1.935883
C014542,4,C001362,118,1.655660
C014545,7,C008032,630,1.207893
C014585,3,C038542,3084,2.026466
C014597,1,C045643,3630,1.770866
C014602,1,C045643,3630,2.487835
C014621,5,C023800,1861,1.078681
C014623,5,C023800,1861,2.593953
C014634,7,C008032,630,2.456352
C014636,7,C008032,630,3.005275
C014637,0,C041816,3311,2.199273
C014639,7,C008032,630,2.123878
C014648,5,C023800,1861,3.429232
C014654,1,C045643,3630,1.905710
C014663,7,C008032,630,1.347919
C014664,0,C041816,3311,2.369135
C014669,4,C001362,118,2.290571
C014681,0,C041816,3311,2.073658
C014688,6,C016665,1320,1.772578
C014693,6,C016665,1320,0.796933
C014710,6,C016665,1320,2.734369
C014716,4,C001362,118,2.586342
C014724,5,C023800,1861,1.255926
C014730,7,C008032,630,2.678593
C014733,3,C038542,3084,1.816852
C014751,1,C045643,3630,2.097328
C014753,4,C001362,118,2.182704
C014754,5,C023800,1861,1.758254
C014763,0,C041816,3311,1.375383
C014801,5,C023800,1861,2.553523
C014843,1,C045643,3630,2.023163
C014864,6,C016665,1320,0.784372
C014886,6,C016665,1320,1.365200
C014910,0,C041816,3311,2.439999
C014935,6,C016665,1320,3.008630
C014942,7,C008032,630,1.815853
C014948,5,C023800,1861,1.244353
C014950,2,C006463,501,1.946313
C014965,3,C038542,3084,2.397842
C014970,5,C023800,1861,0.861539
C014994,0,C041816,3311,2.205918
C014997,2,C006463,501,2.983363
C015001,0,C041816,3311,1.960187
C015009,5,C023800,1861,0.885003
C015012,1,C045643,3630,2.236378
C015025,7,C008032,630,1.498917
C015054,1,C045643,3630,2.472007
C015056,1,C045643,3630,3.068570
C015058,3,C038542,3084,0.570345
C015071,7,C008032,630,2.956196
C015105,0,C041816,3311,2.369169
C015113,6,C016665,1320,2.232048
C015122,1,C045643,3630,2.381856
C015136,2,C006463,501,1.021011
C015139,5,C023800,1861,2.368203
C015152,1,C045643,3630,2.150539
C015172,5,C023800,1861,0.929242
C015210,1,C045643,3630,1.778902
C015212,2,C006463,501,2.419236
C015213,7,C008032,630,2.338520
C015222,1,C045643,3630,1.776865
C015240,0,C041816,3311,0.757167
C015249,0,C041816,3311,0.385855
C015251,4,C001362,118,2.889594
C015262,5,C023800,1861,0.449955
C015267,1,C045643,3630,1.441135
C015276,0,C041816,3311,1.550388
C015321,5,C023800,1861,1.648018
C015347,0,C041816,3311,1.968783
C015356,5,C023800,1861,2.705037
C015357,3,C038542,3084,2.279625
C015359,0,C041816,3311,1.566522
C015367,0,C041816,3311,1.729308
C015373,4,C001362,118,2.871563
C015384,0,C041816,3311,1.850290
C015412,5,C023800,1861,1.638952
C015423,1,C045643,3630,1.522129
C015431,5,C023800,1861,2.137477
C015443,3,C038542,3084,1.096988
C015477,1,C045643,3630,2.573429
C015491,3,C038542,3084,1.274422
C015493,3,C038542,3084,1.300650
C015496,4,C001362,118,0.915493
C015508,6,C016665,1320,2.091219
C015527,6,C016665,1320,1.035970
C015530,6,C016665,1320,2.152313
C015542,2,C006463,501,2.825885
C015545,0,C041816,3311,1.244665
C015561,4,C001362,118,1.677798
C015573,2,C006463,501,2.677230
C015586,5,C023800,1861,1.511061
C015592,5,C023800,1861,2.130507
C015607,7,C008032,630,1.430665
C015618,0,C041816,3311,2.997055
C015665,4,C001362,118,0.715419
C015667,4,C001362,118,0.958129
C015668,5,C023800,1861,2.532640
C015673,4,C001362,118,1.825935
C015695,5,C023800,1861,1.716568
C015711,1,C045643,3630,0.950571
C015729,0,C041816,3311,1.927819
C015735,3,C038542,3084,1.263436
C015746,6,C016665,1320,1.770063
C015768,0,C041816,3311,1.187893
C015773,2,C006463,501,1.225587
C015780,6,C016665,1320,2.420749
C015790,2,C006463,501,2.389924
C015795,7,C008032,630,1.595084
C015797,5,C023800,1861,1.170465
C015841,3,C038542,3084,1.650541
C015844,4,C001362,118,1.649371
C015858,1,C045643,3630,1.457612
C015878,0,C041816,3311,1.099680
C015913,2,C006463,501,2.786478
C015925,7,C008032,630,3.099909
C015928,2,C006463,501,2.449045
C015934,6,C016665,1320,1.461331
C015944,5,C023800,1861,2.306752
C015950,7,C008032,630,0.463265
C015961,5,C023800,1861,1.275206
C015968,2,C006463,501,1.029373
C015992,4,C001362,118,1.082341
C016001,1,C045643,3630,2.261567
C016005,3,C038542,3084,1.448952
C016007,1,C045643,3630,1.612343
C016014,1,C045643,3630,1.529315
C016017,7,C008032,630,1.315132
C016044,1,C045643,3630,1.028285
C016053,5,C023800,1861,0.915777
C016097,7,C008032,630,2.038794
C016098,5,C023800,1861,1.866568
C016105,3,C038542,3084,1.715719
C016134,3,C038542,3084,1.292660
C016154,0,C041816,3311,1.719185
C016157,0,C041816,3311,1.066274
C016162,2,C006463,501,1.800887
C016167,2,C006463,501,1.624970
C016177,3,C038542,3084,1.645126
C016185,6,C016665,1320,0.705422
C016191,0,C041816,3311,2.395217
C016197,4,C001362,118,2.164163
C016198,5,C023800,1861,0.560758
C016236,7,C008032,630,2.611989
C016237,7,C008032,630,2.640976
C016240,0,C041816,3311,0.861748
C016280,5,C023800,1861,2.449721
C016292,2,C006463,501,2.241222
C016297,3,C038542,3084,1.985058
C016306,7,C008032,630,1.950939
C016311,6,C016665,1320,2.466685
C016325,5,C023800,1861,1.997817
C016344,2,C006463,501,1.845147
C016363,2,C006463,501,2.084064
C016396,0,C041816,3311,0.779007
C016404,5,C023800,1861,2.179452
C016423,4,C001362,118,1.793322
C016424,2,C006463,501,1.799421
C016427,2,C006463,501,0.690779
C016455,0,C041816,3311,2.127634
C016471,6,C016665,1320,2.066485
C016486,4,C001362,118,1.868377
C016498,1,C045643,3630,1.019890
C016499,7,C008032,630,2.426711
C016515,1,C045643,3630,2.617166
C016517,7,C008032,630,2.463771
C016538,0,C041816,3311,2.622608
C016560,6,C016665,1320,2.629012
C016585,0,C041816,3311,1.983448
C016586,4,C001362,118,2.495940
C016606,6,C016665,1320,2.290068
C016608,1,C045643,3630,0.363534
C016635,7,C008032,630,2.270873
C016636,7,C008032,630,0.533482
C016642,4,C001362,118,1.624023
C016644,3,C038542,3084,1.644415
C016659,5,C023800,1861,2.322452
C016661,2,C006463,501,2.163509
C016665,6,C016665,1320,0.000000
C016675,3,C038542,3084,1.217775
C016676,3,C038542,3084,2.025467
C016714,7,C008032,630,2.936144
C016721,6,C016665,1320,2.068662
C016724,1,C045643,3630,1.703945
C016726,2,C006463,501,2.047703
C016729,0,C041816,3311,2.407453
C016744,2,C006463,501,1.952928
C016757,0,C041816,3311,1.669691
C016762,7,C008032,630,2.979030
C016764,4,C001362,118,1.889981
C016765,1,C045643,3630,2.951496
C016766,0,C041816,3311,1.293015
C016778,0,C041816,3311,2.240158
C016793,2,C006463,501,1.703049
C016795,5,C023800,1861,3.286308
C016809,0,C041816,3311,2.694291
C016810,2,C006463,501,1.246720
C016842,2,C006463,501,2.674682
C016857,6,C016665,1320,2.386101
C016861,0,C041816,3311,1.226891
C016875,6,C016665,1320,0.671018
C016880,4,C001362,118,1.425238
C016894,6,C016665,1320,2.317954
C016896,7,C008032,630,1.265069
C016903,6,C016665,1320,1.334734
C016906,3,C038542,3084,2.332523
C016931,1,C045643,3630,0.512680
C016940,6,C016665,1320,2.180061
C016960,2,C006463,501,0.799277
C016968,0,C041816,3311,2.526547
C016975,5,C023800,1861,1.934700
C016976,5,C023800,1861,1.121410
C016991,6,C016665,1320,2.735058
C016999,3,C038542,3084,1.752040
C017007,4,C001362,118,1.637688
C017014,7,C008032,630,1.737929
C017018,0,C041816,3311,2.670380
C017040,6,C016665,1320,1.604392
C017046,3,C038542,3084,2.529048
C017048,4,C001362,118,2.775423
C017057,0,C041816,3311,3.233058
C017058,7,C008032,630,2.134245
C017066,0,C041816,3311,1.060339
C017071,5,C023800,1861,1.261608
C017088,0,C041816,3311,3.094833
C017111,5,C023800,1861,1.968498
C017119,2,C006463,501,2.288976
C017121,4,C001362,118,2.240302
C017134,0,C041816,3311,2.718523
C017153,6,C016665,1320,1.795218
C017162,4,C001362,118,1.921604
C017178,2,C006463,501,1.984000
C017192,7,C008032,630,1.850321
C017219,3,C038542,3084,0.371881
C017228,0,C041816,3311,1.717863
C017229,4,C001362,118,2.809761
C017232,5,C023800,1861,0.423920
C017233,4,C001362,118,1.657525
C017271,6,C016665,1320,1.368741
C017277,3,C038542,3084,1.345913
C017316,2,C006463,501,1.383091
C017337,1,C045643,3630,1.002150
C017339,4,C001362,118,1.379034
C017350,2,C006463,501,1.876577
C017375,6,C016665,1320,2.840931
C017399,2,C006463,501,1.346502
C017405,5,C023800,1861,1.930754
C017419,5,C023800,1861,0.903460
C017429,3,C038542,3084,0.830675
C017437,1,C045643,3630,1.993712
C017467,4,C001362,118,1.975601
C017477,4,C001362,118,2.426169
C017485,1,C045643,3630,1.570686
C017492,6,C016665,1320,2.343526
C017493,7,C008032,630,3.123904
C017501,7,C008032,630,2.064277
C017550,1,C045643,3630,0.708965
C017562,0,C041816,3311,0.937797
C017566,5,C023800,1861,1.916643
C017571,0,C041816,3311,3.178976
C017595,4,C001362,118,2.892151
C017654,4,C001362,118,1.958673
C017655,2,C006463,501,1.894771
C017660,5,C023800,1861,0.696142
C017673,5,C023800,1861,1.035732
C017705,0,C041816,3311,2.890773
C017775,6,C016665,1320,2.914582
C017780,5,C023800,1861,2.312151
C017803,0,C041816,3311,2.374150
C017805,0,C041816,3311,1.619905
C017814,1,C045643,3630,1.143382
C017820,7,C008032,630,1.700617
C017825,6,C016665,1320,0.927747
C017843,1,C045643,3630,1.386830
C017845,2,C006463,501,0.790901
C017850,3,C038542,3084,0.912217
C017851,6,C016665,1320,2.059133
C017856,0,C041816,3311,1.239705
C017884,3,C038542,3084,0.826644
C017890,3,C038542,3084,2.884774
C017909,7,C008032,630,2.491922
C017917,4,C001362,118,0.633932
C017922,1,C045643,3630,1.688580
C017944,6,C016665,1320,1.624564
C017946,5,C023800,1861,1.098181
C017952,3,C038542,3084,0.932327
C017971,6,C016665,1320,2.324282
C017983,6,C016665,1320,1.429839
C017985,2,C006463,501,1.313567
C018023,0,C041816,3311,1.658236
C018033,4,C001362,118,2.112073
C018048,6,C016665,1320,2.599390
C018051,6,C016665,1320,1.188414
C018054,4,C001362,118,2.973027
C018067,7,C008032,630,2.564003
C018098,7,C008032,630,2.050539
C018100,5,C023800,1861,2.088199
C018102,0,C041816,3311,1.276756
C018124,7,C008032,630,1.795023
C018136,4,C001362,118,1.060726
C018138,4,C001362,118,2.105589
C018156,5,C023800,1861,2.468022
C018172,7,C008032,630,1.569095
C018178,1,C045643,3630,1.223271
C018207,3,C038542,3084,2.307523
C018214,3,C038542,3084,2.502207
C018246,6,C016665,1320,2.279246
C018250,4,C001362,118,1.802208
C018260,7,C008032,630,2.305857
C018272,7,C008032,630,2.556107
C018304,1,C045643,3630,1.917592
C018307,4,C001362,118,3.213728
C018318,2,C006463,501,2.457224
C018324,6,C016665,1320,2.758843
C018364,4,C001362,118,1.102367
C018366,0,C041816,3311,1.571970
C018380,7,C008032,630,1.715703
C018384,6,C016665,1320,2.322553
C018385,5,C023800,1861,2.020147
C018394,5,C023800,1861,2.341141
C018398,7,C008032,630,1.947463
C018402,6,C016665,1320,1.376883
C018403,3,C038542,3084,2.223779
C018407,1,C045643,3630,2.236256
C018408,7,C008032,630,1.643918
C018410,0,C041816,3311,3.238334
C018411,5,C023800,1861,2.604647
C018425,6,C016665,1320,1.332445
C018428,4,C001362,118,1.545582
C018444,3,C038542,3084,1.854323
C018495,5,C023800,1861,2.087070
C018504,3,C038542,3084,2.077381
C018508,6,C016665,1320,0.978054
C018532,1,C045643,3630,2.059444
C018568,7,C008032,630,1.082703
C018642,6,C016665,1320,0.713358
C018654,2,C006463,501,2.321173
C018657,4,C001362,118,2.390754
C018664,4,C001362,118,1.946265
C018668,7,C008032,630,1.228746
C018712,3,C038542,3084,1.694541
C018721,2,C006463,501,1.665185
C018729,1,C045643,3630,1.179269
C018733,7,C008032,630,1.800533
C018747,0,C041816,3311,1.894935
C018753,0,C041816,3311,1.955451
C018756,2,C006463,501,2.406165
C018758,0,C041816,3311,1.553477
C018761,0,C041816,3311,3.341260
C018780,2,C006463,501,2.926722
C018791,5,C023800,1861,3.214238
C018808,4,C001362,118,2.154388
C018829,4,C001362,118,1.858676
C018844,5,C023800,1861,1.796118
C018846,5,C023800,1861,0.809789
C018869,5,C023800,1861,1.191856
C018901,0,C041816,3311,1.069376
C018905,4,C001362,118,0.305130
C018910,1,C045643,3630,2.036032
C018913,3,C038542,3084,3.074761
C018921,2,C006463,501,2.126381
C018922,5,C023800,1861,1.657646
C018934,6,C016665,1320,2.489682
C018953,0,C041816,3311,0.603483
C018962,2,C006463,501,1.669461
C018976,4,C001362,118,3.199363
C018980,4,C001362,118,0.327125
C018990,3,C038542,3084,1.713017
C018992,5,C023800,1861,1.143445
C018994,7,C008032,630,1.665039
C019038,6,C016665,1320,1.396941
C019076,7,C008032,630,2.501159
C019078,4,C001362,118,0.305738
C019083,5,C023800,1861,1.731879
C019102,1,C045643,3630,1.893820
C019123,6,C016665,1320,2.235300
C019147,1,C045643,3630,1.117926
C019155,6,C016665,1320,3.164243
C019156,6,C016665,1320,1.096267
C019172,5,C023800,1861,1.388454
C019204,0,C041816,3311,2.493113
C019206,5,C023800,1861,0.794869
C019211,0,C041816,3311,2.624713
C019214,4,C001362,118,2.000745
C019225,2,C006463,501,2.554446
C019241,4,C001362,118,2.184629
C019243,4,C001362,118,1.455317
C019247,2,C006463,501,2.365790
C019260,7,C008032,630,1.574214
C019261,3,C038542,3084,0.873975
C019284,0,C041816,3311,2.154800
C019288,0,C041816,3311,1.202746
C019290,0,C041816,3311,2.634865
C019309,2,C006463,501,2.101817
C019318,5,C023800,1861,0.778796
C019321,3,C038542,3084,2.043369
C019343,7,C008032,630,2.000295
C019357,0,C041816,3311,0.669150
C019390,4,C001362,118,1.646849
C019397,0,C041816,3311,0.728206
C019408,4,C001362,118,0.980848
C019409,7,C008032,630,1.942957
C019425,5,C023800,1861,1.367014
C019434,6,C016665,1320,1.457461
C019436,5,C023800,1861,1.941490
C019460,6,C016665,1320,1.244781
C019462,6,C016665,1320,2.071826
C019465,1,C045643,3630,2.072419
C019467,7,C008032,630,2.794374
C019482,2,C006463,501,0.969028
C019499,6,C016665,1320,0.496012
C019504,7,C008032,630,1.251349
C019506,0,C041816,3311,1.189017
C019513,0,C041816,3311,1.045006
C019524,2,C006463,501,0.988833
C019538,2,C006463,501,0.603733
C019551,0,C041816,3311,1.586899
C019563,4,C001362,118,1.911495
C019567,5,C023800,1861,0.539340
C019568,7,C008032,630,1.995211
C019578,6,C016665,1320,1.654250
C019582,2,C006463,501,2.436579
C019585,5,C023800,1861,1.112207
C019588,7,C008032,630,2.743961
C019610,3,C038542,3084,1.180453
C019620,0,C041816,3311,1.087540
C019643,5,C023800,1861,0.945309
C019690,5,C023800,1861,2.144260
C019720,0,C041816,3311,3.218551
C019727,5,C023800,1861,2.659915
C019741,0,C041816,3311,0.524580
C019749,6,C016665,1320,1.246276
C019770,4,C001362,118,1.299467
C019772,1,C045643,3630,1.538058
C019779,4,C001362,118,1.689272
C019785,5,C023800,1861,2.118952
C019801,1,C045643,3630,1.541761
C019806,5,C023800,1861,2.579377
C019819,2,C006463,501,2.241638
C019844,5,C023800,1861,2.062625
C019849,3,C038542,3084,1.743374
C019853,4,C001362,118,2.679589
