Customer_ID,Cluster_ID,Assigned_Medoid_Index,Assigned_Medoid_ID,Distance_km
"C009429",0,5705,"C012675",4.334244
"C009430",0,5705,"C012675",3.980036
"C009433",0,5705,"C012675",4.352510
"C009435",0,5705,"C012675",10.387105
"C009436",0,5705,"C012675",6.969473
"C009439",5,21482,"C047883",5.520194
"C009441",2,868,"C001904",6.569728
"C009443",3,16827,"C037407",3.063775
"C009444",1,5732,"C012734",2.260124
"C009445",5,21482,"C047883",7.626247
"C009446",4,9961,"C022249",4.600212
"C009448",5,21482,"C047883",3.290822
"C009449",3,16827,"C037407",1.768608
"C009451",1,5732,"C012734",14.876705
"C009457",4,9961,"C022249",1.945601
"C009458",5,21482,"C047883",6.685912
"C009459",0,5705,"C012675",9.405828
"C009460",4,9961,"C022249",3.866344
"C009461",4,9961,"C022249",5.014544
"C009462",5,21482,"C047883",10.599786
"C009466",0,5705,"C012675",4.351065
"C009467",5,21482,"C047883",8.696976
"C009470",0,5705,"C012675",5.887543
"C009477",0,5705,"C012675",5.390956
"C009480",4,9961,"C022249",3.501154
"C009481",0,5705,"C012675",7.508173
"C009483",4,9961,"C022249",4.394631
"C009484",1,5732,"C012734",9.770000
"C009486",3,16827,"C037407",4.712757
"C009487",2,868,"C001904",3.031381
"C009492",2,868,"C001904",10.648248
"C009493",1,5732,"C012734",4.672737
"C009494",1,5732,"C012734",4.323904
"C009498",3,16827,"C037407",6.478743
"C009502",0,5705,"C012675",9.034573
"C009506",3,16827,"C037407",8.290905
"C009507",1,5732,"C012734",9.515856
"C009509",5,21482,"C047883",7.240093
"C009512",0,5705,"C012675",4.489510
"C009513",1,5732,"C012734",6.518851
"C009515",1,5732,"C012734",3.013199
"C009520",2,868,"C001904",3.376176
"C009522",4,9961,"C022249",3.340613
"C009523",2,868,"C001904",10.244610
"C009526",4,9961,"C022249",4.960691
"C009528",3,16827,"C037407",6.330894
"C009530",5,21482,"C047883",3.679185
"C009534",4,9961,"C022249",4.607315
"C009536",5,21482,"C047883",2.344072
"C009537",2,868,"C001904",4.783958
"C009538",5,21482,"C047883",5.372361
"C009540",2,868,"C001904",7.945620
"C009541",2,868,"C001904",5.316064
"C009544",3,16827,"C037407",0.312808
"C009551",1,5732,"C012734",13.626780
"C009554",1,5732,"C012734",10.179593
"C009556",0,5705,"C012675",7.484475
"C009557",1,5732,"C012734",9.166277
"C009559",2,868,"C001904",7.002532
"C009563",3,16827,"C037407",5.210118
"C009564",2,868,"C001904",2.662040
"C009565",5,21482,"C047883",3.053779
"C009569",5,21482,"C047883",4.192369
"C009573",4,9961,"C022249",3.414042
"C009576",2,868,"C001904",5.569905
"C009580",3,16827,"C037407",7.228660
"C009585",1,5732,"C012734",6.305402
"C009590",1,5732,"C012734",7.170002
"C009591",3,16827,"C037407",7.565247
"C009598",4,9961,"C022249",2.135744
"C009601",4,9961,"C022249",1.242674
"C009602",2,868,"C001904",7.149254
"C009604",0,5705,"C012675",6.558869
"C009608",5,21482,"C047883",10.248258
"C009612",2,868,"C001904",4.817490
"C009613",2,868,"C001904",2.725559
"C009619",5,21482,"C047883",3.683682
"C009620",1,5732,"C012734",7.726973
"C009621",5,21482,"C047883",13.294937
"C009622",3,16827,"C037407",7.371087
"C009623",5,21482,"C047883",4.675057
"C009624",2,868,"C001904",2.224204
"C009625",2,868,"C001904",8.281972
"C009627",1,5732,"C012734",9.046215
"C009631",5,21482,"C047883",11.666756
"C009633",5,21482,"C047883",12.795258
"C009635",1,5732,"C012734",5.545310
"C009639",4,9961,"C022249",6.687526
"C009648",5,21482,"C047883",7.658243
"C009649",0,5705,"C012675",9.062257
"C009650",0,5705,"C012675",3.272076
"C009651",1,5732,"C012734",9.160652
"C009652",5,21482,"C047883",3.035853
"C009653",1,5732,"C012734",3.337511
"C009655",5,21482,"C047883",6.168486
"C009656",0,5705,"C012675",6.793949
"C009657",2,868,"C001904",3.085904
"C009660",0,5705,"C012675",4.425330
"C009662",1,5732,"C012734",2.833394
"C009664",0,5705,"C012675",8.196467
"C009669",3,16827,"C037407",8.655412
"C009670",1,5732,"C012734",11.789118
"C009671",2,868,"C001904",3.469135
"C009672",5,21482,"C047883",8.400444
"C009674",2,868,"C001904",11.143081
"C009675",3,16827,"C037407",0.335805
"C009676",2,868,"C001904",6.126085
"C009678",1,5732,"C012734",2.137918
"C009679",4,9961,"C022249",6.513544
"C009682",2,868,"C001904",6.124472
"C009688",1,5732,"C012734",7.128927
"C009691",1,5732,"C012734",6.674475
"C009695",1,5732,"C012734",2.500626
"C009696",0,5705,"C012675",3.024099
"C009698",2,868,"C001904",3.630497
"C009702",5,21482,"C047883",6.815155
"C009703",3,16827,"C037407",4.822925
"C009704",0,5705,"C012675",6.300151
"C009707",1,5732,"C012734",13.988337
"C009709",3,16827,"C037407",7.108515
"C009710",3,16827,"C037407",6.897484
"C009712",2,868,"C001904",1.813826
"C009714",1,5732,"C012734",2.938431
"C009715",1,5732,"C012734",1.596306
"C009721",3,16827,"C037407",7.021899
"C009723",4,9961,"C022249",2.223669
"C009726",2,868,"C001904",6.780870
"C009728",5,21482,"C047883",10.095760
"C009731",5,21482,"C047883",11.755592
"C009732",5,21482,"C047883",0.247295
"C009738",2,868,"C001904",5.197799
"C009742",1,5732,"C012734",4.771113
"C009743",0,5705,"C012675",7.283035
"C009746",0,5705,"C012675",3.809926
"C009748",4,9961,"C022249",1.886534
"C009750",3,16827,"C037407",7.699163
"C009753",2,868,"C001904",8.801187
"C009754",5,21482,"C047883",10.864376
"C009755",1,5732,"C012734",2.445771
"C009760",5,21482,"C047883",9.732721
"C009761",0,5705,"C012675",8.975429
"C009763",0,5705,"C012675",7.168561
"C009767",5,21482,"C047883",4.664161
"C009770",2,868,"C001904",2.853106
"C009772",5,21482,"C047883",5.175708
"C009773",1,5732,"C012734",5.731855
"C009774",5,21482,"C047883",3.781306
"C009775",1,5732,"C012734",1.457429
"C009776",5,21482,"C047883",8.183683
"C009777",5,21482,"C047883",2.897493
"C009779",2,868,"C001904",2.040643
"C009780",3,16827,"C037407",0.635859
"C009781",4,9961,"C022249",5.000709
"C009782",0,5705,"C012675",7.353176
"C009783",5,21482,"C047883",6.203733
"C009785",2,868,"C001904",5.912553
"C009790",1,5732,"C012734",5.399407
"C009791",2,868,"C001904",5.003772
"C009792",0,5705,"C012675",5.645046
"C009793",1,5732,"C012734",8.303199
"C009794",3,16827,"C037407",3.039187
"C009795",4,9961,"C022249",4.378493
"C009796",0,5705,"C012675",5.849369
"C009797",3,16827,"C037407",3.694407
"C009799",0,5705,"C012675",1.817166
"C009801",5,21482,"C047883",1.870500
"C009802",1,5732,"C012734",1.195524
"C009805",5,21482,"C047883",3.286828
"C009807",2,868,"C001904",10.533052
"C009811",1,5732,"C012734",6.848472
"C009813",1,5732,"C012734",5.291199
"C009816",0,5705,"C012675",7.511073
"C009818",5,21482,"C047883",11.219399
"C009819",3,16827,"C037407",4.523743
"C009820",1,5732,"C012734",10.809888
"C009821",2,868,"C001904",10.440232
"C009823",2,868,"C001904",3.637695
"C009825",1,5732,"C012734",14.029749
"C009827",1,5732,"C012734",11.902231
"C009829",5,21482,"C047883",13.093540
"C009830",5,21482,"C047883",11.322730
"C009835",2,868,"C001904",5.166163
"C009836",1,5732,"C012734",6.099488
"C009838",5,21482,"C047883",7.880877
"C009839",5,21482,"C047883",11.733437
"C009840",2,868,"C001904",12.174083
"C009846",2,868,"C001904",8.973528
"C009847",1,5732,"C012734",6.283604
"C009848",5,21482,"C047883",3.327345
"C009849",0,5705,"C012675",7.109621
"C009852",1,5732,"C012734",6.343587
"C009854",1,5732,"C012734",4.176516
"C009855",4,9961,"C022249",3.656026
"C009858",0,5705,"C012675",3.315844
"C009860",3,16827,"C037407",7.453518
"C009863",5,21482,"C047883",0.671327
"C009864",2,868,"C001904",9.725641
"C009865",1,5732,"C012734",8.745725
"C009866",0,5705,"C012675",6.054131
"C009867",1,5732,"C012734",7.335233
"C009869",0,5705,"C012675",3.458809
"C009870",5,21482,"C047883",3.277007
"C009871",5,21482,"C047883",5.193353
"C009873",1,5732,"C012734",9.677888
"C009874",0,5705,"C012675",1.443639
"C009876",0,5705,"C012675",6.185312
"C009877",5,21482,"C047883",10.157736
"C009882",2,868,"C001904",4.688349
"C009886",5,21482,"C047883",12.439942
"C009887",5,21482,"C047883",1.934395
"C009889",0,5705,"C012675",9.771030
"C009890",4,9961,"C022249",3.432814
"C009891",3,16827,"C037407",1.446536
"C009894",2,868,"C001904",8.267614
"C009896",1,5732,"C012734",4.991087
"C009898",2,868,"C001904",5.725179
"C009899",1,5732,"C012734",12.585491
"C009903",1,5732,"C012734",8.459091
"C009905",2,868,"C001904",3.042259
"C009907",5,21482,"C047883",12.924918
"C009908",0,5705,"C012675",2.464313
"C009909",0,5705,"C012675",2.763409
"C009911",2,868,"C001904",4.137020
"C009912",4,9961,"C022249",4.150466
"C009913",0,5705,"C012675",4.738632
"C009916",0,5705,"C012675",7.198012
"C009917",3,16827,"C037407",2.006259
"C009919",1,5732,"C012734",4.306597
"C009923",1,5732,"C012734",10.916302
"C009924",2,868,"C001904",6.525101
"C009926",1,5732,"C012734",10.705442
"C009928",0,5705,"C012675",1.990422
"C009929",0,5705,"C012675",6.193015
"C009931",0,5705,"C012675",2.786501
"C009934",1,5732,"C012734",10.790540
"C009936",5,21482,"C047883",12.326644
"C009937",5,21482,"C047883",10.994026
"C009938",3,16827,"C037407",7.887473
"C009941",5,21482,"C047883",1.932373
"C009944",1,5732,"C012734",4.167944
"C009948",2,868,"C001904",7.624387
"C009950",3,16827,"C037407",1.574833
"C009952",2,868,"C001904",7.539265
"C009953",1,5732,"C012734",1.378075
"C009954",0,5705,"C012675",5.901658
"C009959",5,21482,"C047883",0.282492
"C009961",5,21482,"C047883",13.323084
"C009962",2,868,"C001904",8.013860
"C009963",5,21482,"C047883",4.909176
"C009966",0,5705,"C012675",6.953405
"C009967",2,868,"C001904",7.477367
"C009968",0,5705,"C012675",3.047582
"C009969",0,5705,"C012675",6.473610
"C009970",0,5705,"C012675",2.759265
"C009974",1,5732,"C012734",7.358842
"C009975",2,868,"C001904",6.932680
"C009976",1,5732,"C012734",8.448940
"C009979",3,16827,"C037407",2.966895
"C009980",0,5705,"C012675",2.404969
"C009981",5,21482,"C047883",3.420590
"C009982",0,5705,"C012675",4.955006
"C009985",2,868,"C001904",8.612579
"C009986",2,868,"C001904",4.805169
"C009991",5,21482,"C047883",3.471061
"C009992",3,16827,"C037407",7.385919
"C009993",5,21482,"C047883",1.324042
"C009994",5,21482,"C047883",11.619763
"C009996",5,21482,"C047883",3.881858
"C009999",4,9961,"C022249",5.785558
"C010004",0,5705,"C012675",3.047635
"C010005",5,21482,"C047883",8.479986
"C010006",5,21482,"C047883",8.107883
"C010010",0,5705,"C012675",3.892408
"C010011",5,21482,"C047883",9.024926
"C010014",3,16827,"C037407",5.057825
"C010016",5,21482,"C047883",6.631375
"C010017",4,9961,"C022249",3.078100
"C010018",5,21482,"C047883",5.530724
"C010019",3,16827,"C037407",3.556574
"C010021",0,5705,"C012675",1.151654
"C010022",5,21482,"C047883",5.569696
"C010023",1,5732,"C012734",5.050459
"C010027",5,21482,"C047883",9.687022
"C010028",1,5732,"C012734",9.341729
"C010029",0,5705,"C012675",2.730438
"C010030",3,16827,"C037407",0.659263
"C010035",5,21482,"C047883",2.811709
"C010040",0,5705,"C012675",4.644095
"C010041",1,5732,"C012734",11.681762
"C010042",2,868,"C001904",9.079488
"C010047",2,868,"C001904",6.192657
"C010050",2,868,"C001904",5.068059
"C010054",0,5705,"C012675",1.914486
"C010058",1,5732,"C012734",2.201803
"C010059",0,5705,"C012675",2.647275
"C010060",5,21482,"C047883",9.050364
"C010061",1,5732,"C012734",7.157231
"C010062",2,868,"C001904",1.076364
"C010063",1,5732,"C012734",7.826032
"C010066",5,21482,"C047883",8.537656
"C010067",1,5732,"C012734",12.962291
"C010072",4,9961,"C022249",4.127836
"C010073",2,868,"C001904",5.635944
"C010080",3,16827,"C037407",2.667657
"C010086",4,9961,"C022249",7.260177
"C010087",4,9961,"C022249",6.317166
"C010088",0,5705,"C012675",2.154249
"C010090",4,9961,"C022249",6.757832
"C010097",5,21482,"C047883",4.139399
"C010102",4,9961,"C022249",2.880244
"C010103",0,5705,"C012675",6.350027
"C010115",4,9961,"C022249",4.598386
"C010116",4,9961,"C022249",4.746684
"C010117",1,5732,"C012734",7.334389
"C010118",1,5732,"C012734",4.662928
"C010121",1,5732,"C012734",9.028543
"C010122",2,868,"C001904",3.033611
"C010125",1,5732,"C012734",5.854234
"C010128",5,21482,"C047883",14.052851
"C010130",4,9961,"C022249",8.485701
"C010131",5,21482,"C047883",6.949434
"C010132",0,5705,"C012675",7.172306
"C010136",1,5732,"C012734",0.811664
"C010138",2,868,"C001904",4.395641
"C010139",0,5705,"C012675",7.885324
"C010140",2,868,"C001904",3.427478
"C010143",5,21482,"C047883",2.101708
"C010147",4,9961,"C022249",7.009360
"C010150",5,21482,"C047883",8.787247
"C010152",5,21482,"C047883",9.999216
"C010156",0,5705,"C012675",7.087697
"C010157",4,9961,"C022249",4.007786
"C010159",5,21482,"C047883",2.998966
"C010162",3,16827,"C037407",7.720683
"C010163",0,5705,"C012675",6.053491
"C010165",2,868,"C001904",9.129454
"C010169",1,5732,"C012734",10.596401
"C010178",2,868,"C001904",1.468382
"C010179",3,16827,"C037407",6.021616
"C010182",1,5732,"C012734",11.749189
"C010183",5,21482,"C047883",4.242085
"C010186",0,5705,"C012675",2.389771
"C010187",5,21482,"C047883",2.443797
"C010194",4,9961,"C022249",3.807637
"C010197",0,5705,"C012675",4.680223
"C010198",0,5705,"C012675",8.344074
"C010199",1,5732,"C012734",2.840606
"C010205",2,868,"C001904",12.151640
"C010207",5,21482,"C047883",9.223766
"C010208",2,868,"C001904",7.522822
"C010211",0,5705,"C012675",9.400515
"C010213",1,5732,"C012734",5.819433
"C010215",2,868,"C001904",6.918954
"C010217",5,21482,"C047883",13.747489
"C010218",1,5732,"C012734",3.483748
"C010221",1,5732,"C012734",3.992505
"C010226",5,21482,"C047883",9.362385
"C010228",5,21482,"C047883",7.069448
"C010229",1,5732,"C012734",15.478182
"C010231",2,868,"C001904",8.417403
"C010233",5,21482,"C047883",10.467247
"C010235",0,5705,"C012675",3.426852
"C010239",0,5705,"C012675",3.853505
"C010240",4,9961,"C022249",7.405879
"C010241",0,5705,"C012675",7.606664
"C010242",4,9961,"C022249",4.832903
"C010243",1,5732,"C012734",8.168162
"C010246",0,5705,"C012675",4.211001
"C010248",3,16827,"C037407",3.816504
"C010251",2,868,"C001904",3.423230
"C010252",2,868,"C001904",7.511960
"C010254",4,9961,"C022249",5.732315
"C010258",0,5705,"C012675",4.814039
"C010260",2,868,"C001904",8.430686
"C010261",2,868,"C001904",8.319299
"C010262",0,5705,"C012675",6.399172
"C010264",1,5732,"C012734",5.547655
"C010268",1,5732,"C012734",7.666238
"C010269",2,868,"C001904",9.596920
"C010272",2,868,"C001904",5.670724
"C010273",0,5705,"C012675",2.086082
"C010276",1,5732,"C012734",9.531298
"C010279",5,21482,"C047883",4.934022
"C010280",3,16827,"C037407",4.032963
"C010281",4,9961,"C022249",3.821932
"C010283",3,16827,"C037407",7.203874
"C010284",2,868,"C001904",4.120743
"C010285",0,5705,"C012675",4.722556
"C010286",2,868,"C001904",11.925469
"C010287",4,9961,"C022249",2.880369
"C010290",3,16827,"C037407",7.303175
"C010292",0,5705,"C012675",3.724094
"C010293",2,868,"C001904",6.644000
"C010296",0,5705,"C012675",8.678974
"C010297",1,5732,"C012734",2.020823
"C010298",4,9961,"C022249",1.304861
"C010302",3,16827,"C037407",1.913386
"C010305",5,21482,"C047883",2.271324
"C010309",1,5732,"C012734",12.595621
"C010310",0,5705,"C012675",5.519427
"C010311",5,21482,"C047883",7.155124
"C010313",3,16827,"C037407",6.489355
"C010317",5,21482,"C047883",8.554226
"C010322",0,5705,"C012675",2.310929
"C010330",5,21482,"C047883",3.908947
"C010331",1,5732,"C012734",14.636614
"C010334",1,5732,"C012734",1.107074
"C010335",1,5732,"C012734",10.272115
"C010336",5,21482,"C047883",2.808424
"C010338",3,16827,"C037407",4.423008
"C010339",5,21482,"C047883",8.804284
"C010340",2,868,"C001904",12.325044
"C010341",5,21482,"C047883",6.229031
"C010348",0,5705,"C012675",5.562592
"C010350",2,868,"C001904",9.309784
"C010351",4,9961,"C022249",4.376283
"C010353",0,5705,"C012675",10.286974
"C010356",1,5732,"C012734",16.223208
"C010359",1,5732,"C012734",9.525387
"C010361",5,21482,"C047883",8.650514
"C010362",2,868,"C001904",7.516573
"C010363",5,21482,"C047883",3.938804
"C010364",1,5732,"C012734",4.282645
"C010365",4,9961,"C022249",2.952582
"C010366",4,9961,"C022249",1.254911
"C010369",4,9961,"C022249",7.065469
"C010370",5,21482,"C047883",12.958104
"C010374",5,21482,"C047883",11.695669
"C010376",1,5732,"C012734",10.667292
"C010379",1,5732,"C012734",6.181930
"C010380",2,868,"C001904",8.601344
"C010382",5,21482,"C047883",11.746905
"C010383",5,21482,"C047883",9.348779
"C010384",5,21482,"C047883",6.547031
"C010386",3,16827,"C037407",7.497846
"C010387",5,21482,"C047883",5.576706
"C010394",0,5705,"C012675",9.582524
"C010396",1,5732,"C012734",4.843814
"C010399",0,5705,"C012675",5.729185
"C010405",5,21482,"C047883",4.482360
"C010408",3,16827,"C037407",9.656568
"C010409",2,868,"C001904",0.412895
"C010410",1,5732,"C012734",1.196560
"C010411",0,5705,"C012675",6.167929
"C010414",5,21482,"C047883",2.932382
"C010415",4,9961,"C022249",1.726058
"C010416",1,5732,"C012734",6.440132
"C010420",2,868,"C001904",8.150205
"C010422",2,868,"C001904",1.163609
"C010423",3,16827,"C037407",9.259200
"C010424",5,21482,"C047883",7.362852
"C010425",5,21482,"C047883",3.946455
"C010427",1,5732,"C012734",11.248578
"C010435",1,5732,"C012734",6.603054
"C010436",5,21482,"C047883",0.667860
"C010438",4,9961,"C022249",7.413140
"C010440",0,5705,"C012675",6.071131
"C010442",3,16827,"C037407",6.177626
"C010446",5,21482,"C047883",11.731498
"C010447",4,9961,"C022249",4.316515
"C010448",0,5705,"C012675",7.259369
"C010449",5,21482,"C047883",14.517026
"C010455",5,21482,"C047883",5.352439
"C010456",2,868,"C001904",4.379407
"C010457",5,21482,"C047883",8.289949
"C010458",2,868,"C001904",6.495192
"C010459",1,5732,"C012734",11.633101
"C010460",5,21482,"C047883",6.926561
"C010461",5,21482,"C047883",13.490607
"C010465",5,21482,"C047883",2.554958
"C010470",1,5732,"C012734",5.440818
"C010473",1,5732,"C012734",7.495356
"C010475",2,868,"C001904",4.347974
"C010476",4,9961,"C022249",8.216528
"C010477",2,868,"C001904",1.490703
"C010480",0,5705,"C012675",8.018064
"C010481",5,21482,"C047883",6.742202
"C010482",3,16827,"C037407",1.391765
"C010484",1,5732,"C012734",12.801645
"C010486",2,868,"C001904",9.469732
"C010487",1,5732,"C012734",8.790274
"C010490",0,5705,"C012675",4.750689
"C010491",2,868,"C001904",8.430686
"C010493",4,9961,"C022249",3.102240
"C010495",3,16827,"C037407",7.742767
"C010497",0,5705,"C012675",6.001850
"C010501",0,5705,"C012675",3.702651
"C010505",4,9961,"C022249",0.711124
"C010506",4,9961,"C022249",3.836603
"C010507",5,21482,"C047883",6.763612
"C010508",3,16827,"C037407",2.809841
"C010510",1,5732,"C012734",10.108214
"C010511",5,21482,"C047883",3.174656
"C010512",3,16827,"C037407",4.832271
"C010515",5,21482,"C047883",5.056327
"C010516",5,21482,"C047883",13.370629
"C010518",1,5732,"C012734",4.513792
"C010522",2,868,"C001904",8.660547
"C010524",5,21482,"C047883",6.495784
"C010527",2,868,"C001904",3.959944
"C010528",3,16827,"C037407",6.650296
"C010534",5,21482,"C047883",6.107604
"C010537",5,21482,"C047883",3.653775
"C010539",2,868,"C001904",4.667191
"C010540",1,5732,"C012734",3.192002
"C010543",1,5732,"C012734",12.427288
"C010544",5,21482,"C047883",7.165264
"C010545",5,21482,"C047883",8.872728
"C010546",5,21482,"C047883",5.921409
"C010547",0,5705,"C012675",5.228908
"C010548",5,21482,"C047883",2.360071
"C010550",0,5705,"C012675",5.350990
"C010551",1,5732,"C012734",6.686372
"C010552",1,5732,"C012734",12.972761
"C010555",3,16827,"C037407",3.922366
"C010558",5,21482,"C047883",14.530644
"C010561",3,16827,"C037407",5.481979
"C010564",0,5705,"C012675",2.293684
"C010567",2,868,"C001904",8.453386
"C010568",2,868,"C001904",10.411434
"C010569",2,868,"C001904",3.822134
"C010571",5,21482,"C047883",9.560306
"C010575",1,5732,"C012734",10.258659
"C010576",5,21482,"C047883",5.925799
"C010577",1,5732,"C012734",2.254299
"C010580",4,9961,"C022249",1.012986
"C010584",0,5705,"C012675",5.967747
"C010585",0,5705,"C012675",5.271855
"C010589",1,5732,"C012734",9.123676
"C010590",2,868,"C001904",8.256483
"C010595",4,9961,"C022249",1.097064
"C010596",1,5732,"C012734",2.453447
"C010597",1,5732,"C012734",6.462272
"C010598",5,21482,"C047883",13.017504
"C010599",3,16827,"C037407",8.849635
"C010600",5,21482,"C047883",10.573001
"C010601",0,5705,"C012675",6.195805
"C010603",3,16827,"C037407",6.908160
"C010604",2,868,"C001904",3.346699
"C010605",0,5705,"C012675",2.688049
"C010608",1,5732,"C012734",7.154340
"C010609",0,5705,"C012675",4.343481
"C010613",0,5705,"C012675",6.832987
"C010615",0,5705,"C012675",2.801625
"C010616",2,868,"C001904",5.229575
"C010617",5,21482,"C047883",10.379285
"C010618",1,5732,"C012734",0.913116
"C010623",2,868,"C001904",2.879835
"C010627",2,868,"C001904",6.977948
"C010629",5,21482,"C047883",9.475032
"C010631",0,5705,"C012675",1.556644
"C010632",1,5732,"C012734",6.410105
"C010633",3,16827,"C037407",8.594836
"C010635",4,9961,"C022249",3.280112
"C010636",1,5732,"C012734",13.594715
"C010638",1,5732,"C012734",2.808395
"C010639",5,21482,"C047883",5.171459
"C010647",1,5732,"C012734",6.141604
"C010649",1,5732,"C012734",10.574632
"C010650",2,868,"C001904",5.769145
"C010652",1,5732,"C012734",16.075391
"C010654",1,5732,"C012734",9.986155
"C010655",4,9961,"C022249",4.485386
"C010656",5,21482,"C047883",3.974466
"C010658",3,16827,"C037407",6.656127
"C010660",0,5705,"C012675",5.880936
"C010663",4,9961,"C022249",4.123470
"C010666",2,868,"C001904",9.593169
"C010667",1,5732,"C012734",14.789229
"C010673",0,5705,"C012675",7.656956
"C010674",5,21482,"C047883",11.813712
"C010679",1,5732,"C012734",10.831458
"C010680",0,5705,"C012675",3.581032
"C010683",1,5732,"C012734",7.227440
"C010684",3,16827,"C037407",5.559319
"C010685",4,9961,"C022249",5.322166
"C010687",0,5705,"C012675",1.135058
"C010688",3,16827,"C037407",8.300136
"C010691",5,21482,"C047883",4.194732
"C010697",4,9961,"C022249",4.640484
"C010698",1,5732,"C012734",12.619976
"C010699",2,868,"C001904",3.765496
"C010700",2,868,"C001904",4.129355
"C010701",2,868,"C001904",3.074301
"C010703",0,5705,"C012675",7.585913
"C010704",0,5705,"C012675",6.079983
"C010706",0,5705,"C012675",2.634218
"C010707",2,868,"C001904",1.748769
"C010712",3,16827,"C037407",3.220153
"C010715",1,5732,"C012734",13.225105
"C010716",2,868,"C001904",9.261580
"C010718",2,868,"C001904",9.593465
"C010719",4,9961,"C022249",2.973522
"C010720",5,21482,"C047883",3.016390
"C010721",5,21482,"C047883",4.440424
"C010722",1,5732,"C012734",16.808958
"C010726",3,16827,"C037407",4.843581
"C010731",5,21482,"C047883",5.176483
"C010736",4,9961,"C022249",0.620150
"C010740",4,9961,"C022249",1.749356
"C010741",4,9961,"C022249",4.242288
"C010743",5,21482,"C047883",6.076441
"C010748",0,5705,"C012675",6.253614
"C010749",5,21482,"C047883",14.123706
"C010750",0,5705,"C012675",5.338497
"C010757",0,5705,"C012675",5.516436
"C010758",1,5732,"C012734",8.579712
"C010760",3,16827,"C037407",1.146688
"C010762",0,5705,"C012675",5.287796
"C010765",0,5705,"C012675",1.127735
"C010766",1,5732,"C012734",1.420917
"C010767",3,16827,"C037407",0.715110
"C010768",5,21482,"C047883",5.208668
"C010769",0,5705,"C012675",9.883906
"C010770",5,21482,"C047883",13.029247
"C010771",0,5705,"C012675",4.876821
"C010773",5,21482,"C047883",5.469585
"C010775",2,868,"C001904",7.809623
"C010777",3,16827,"C037407",3.440497
"C010781",1,5732,"C012734",8.565175
"C010782",0,5705,"C012675",5.696299
"C010785",1,5732,"C012734",0.988322
"C010792",4,9961,"C022249",4.340635
"C010793",3,16827,"C037407",5.284158
"C010798",5,21482,"C047883",5.332545
"C010799",3,16827,"C037407",3.810401
"C010800",0,5705,"C012675",5.049832
"C010801",5,21482,"C047883",7.941596
"C010804",5,21482,"C047883",12.709926
"C010805",2,868,"C001904",10.810265
"C010806",4,9961,"C022249",5.247962
"C010807",1,5732,"C012734",3.533636
"C010813",1,5732,"C012734",13.496165
"C010814",5,21482,"C047883",5.041281
"C010815",3,16827,"C037407",7.748676
"C010816",2,868,"C001904",7.307910
"C010817",5,21482,"C047883",2.593076
"C010819",0,5705,"C012675",4.776921
"C010820",4,9961,"C022249",7.970161
"C010822",1,5732,"C012734",7.678987
"C010829",5,21482,"C047883",4.507943
"C010833",1,5732,"C012734",2.207241
"C010834",5,21482,"C047883",4.631446
"C010838",2,868,"C001904",3.589000
"C010841",4,9961,"C022249",7.039929
"C010842",2,868,"C001904",4.391998
"C010843",1,5732,"C012734",6.706886
"C010844",2,868,"C001904",5.066058
"C010848",0,5705,"C012675",3.222876
"C010849",0,5705,"C012675",2.288758
"C010851",1,5732,"C012734",1.831362
"C010852",3,16827,"C037407",7.747049
"C010853",4,9961,"C022249",1.128372
"C010855",5,21482,"C047883",1.971926
"C010856",3,16827,"C037407",1.511743
"C010857",3,16827,"C037407",7.742349
"C010861",5,21482,"C047883",8.365642
"C010862",1,5732,"C012734",1.946462
"C010865",3,16827,"C037407",5.433085
"C010866",3,16827,"C037407",7.406874
"C010869",0,5705,"C012675",3.375552
"C010871",0,5705,"C012675",3.981812
"C010872",0,5705,"C012675",6.774445
"C010876",5,21482,"C047883",1.941735
"C010879",4,9961,"C022249",3.086874
"C010881",5,21482,"C047883",3.675053
"C010885",3,16827,"C037407",5.959185
"C010886",5,21482,"C047883",10.536456
"C010888",4,9961,"C022249",3.507156
"C010890",3,16827,"C037407",8.864117
"C010897",2,868,"C001904",2.957664
"C010898",5,21482,"C047883",9.328214
"C010899",0,5705,"C012675",5.063522
"C010900",1,5732,"C012734",7.591964
"C010901",0,5705,"C012675",6.400041
"C010903",5,21482,"C047883",1.492896
"C010912",1,5732,"C012734",11.801554
"C010913",4,9961,"C022249",2.548086
"C010915",2,868,"C001904",3.243467
"C010918",1,5732,"C012734",12.280280
"C010919",2,868,"C001904",4.567067
"C010921",1,5732,"C012734",11.479227
"C010925",0,5705,"C012675",6.211792
"C010926",2,868,"C001904",9.928691
"C010927",5,21482,"C047883",0.551582
"C010932",0,5705,"C012675",2.447387
"C010934",5,21482,"C047883",11.812488
"C010938",0,5705,"C012675",4.982656
"C010939",3,16827,"C037407",6.838673
"C010945",1,5732,"C012734",6.966524
"C010946",4,9961,"C022249",4.097332
"C010951",1,5732,"C012734",7.977339
"C010955",1,5732,"C012734",1.989768
"C010959",5,21482,"C047883",3.533353
"C010960",0,5705,"C012675",5.443734
"C010961",3,16827,"C037407",1.626217
"C010962",2,868,"C001904",7.563377
"C010964",0,5705,"C012675",3.620839
"C010965",5,21482,"C047883",5.552901
"C010967",2,868,"C001904",8.329385
"C010968",2,868,"C001904",0.749296
"C010969",4,9961,"C022249",3.309578
"C010970",0,5705,"C012675",4.433460
