Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions,Velocity
D001_5,C017788,17.327,59.1,Medium,,17.59086294416244
D001_3,C049785,17.326,75.6,High,,13.750793650793652
D001_1,C006131,17.326,59.1,Medium,,17.589847715736042
D001_2,C031042,17.326,75.6,High,No Heavy Trucks,13.750793650793652
D001_2,C041236,17.326,59.1,Medium,,17.589847715736042
D001_5,C010229,17.326,59.1,Medium,,17.589847715736042
D001_2,C031651,17.325,59.1,Medium,,17.588832487309645
D001_1,C013487,17.324,75.6,High,,13.74920634920635
D001_5,C006131,17.324,59.1,Medium,,17.587817258883252
D001_5,C032835,17.324,59.1,Medium,No Heavy Trucks,17.587817258883252
D001_4,C028264,17.323,59.1,Medium,One-Way,17.58680203045685
D001_3,C021208,17.323,59.1,Medium,,17.58680203045685
D001_1,C036469,17.323,75.6,High,,13.748412698412698
D001_2,C010996,17.323,75.6,High,,13.748412698412698
D001_3,C001208,17.321,75.6,High,No Heavy Trucks,13.746825396825399
D001_1,C010699,17.321,59.0,Medium,,17.614576271186444
D001_1,C024567,17.321,47.2,Low,,22.01822033898305
D001_2,C036303,17.321,47.2,Low,,22.01822033898305
D001_4,C006636,17.32,59.0,Medium,,17.6135593220339
D001_3,C040642,17.32,47.2,Low,,22.01694915254237
D001_2,C022211,17.32,47.2,Low,,22.01694915254237
D001_2,C041591,17.32,59.0,Medium,,17.6135593220339
D001_3,C004566,17.319,47.2,Low,,22.01567796610169
D001_3,C025582,17.319,75.6,High,,13.745238095238095
D001_1,C008257,17.317,59.0,Medium,,17.61050847457627
D001_1,C044522,17.317,59.0,Medium,,17.61050847457627
D001_1,C045983,17.317,47.2,Low,,22.013135593220337
D001_3,C001977,17.316,75.6,High,,13.742857142857142
D001_3,C038711,17.316,75.6,High,No Heavy Trucks,13.742857142857142
D001_2,C042129,17.316,59.0,Medium,,17.609491525423728
D001_3,C000141,17.314,59.0,Medium,,17.607457627118645
D001_1,C012131,17.314,59.0,Medium,One-Way,17.607457627118645
D001_1,C029040,17.314,75.6,High,,13.74126984126984
D001_2,C029164,17.314,59.0,Medium,,17.607457627118645
D001_2,C034242,17.314,59.0,Medium,,17.607457627118645
D001_3,C031914,17.313,75.5,High,One-Way,13.758675496688742
D001_3,C032012,17.313,59.0,Medium,No Heavy Trucks,17.606440677966102
D001_3,C039769,17.313,59.0,Medium,,17.606440677966102
D001_1,C019516,17.313,59.0,Medium,,17.606440677966102
D001_2,C007317,17.313,59.0,Medium,,17.606440677966102
D001_5,C048533,17.313,59.0,Medium,One-Way,17.606440677966102
D001_4,C037413,17.312,47.2,Low,,22.00677966101695
D001_1,C040007,17.312,75.5,High,,13.757880794701988
D001_5,C021916,17.312,59.0,Medium,,17.605423728813562
D001_3,C037094,17.311,59.0,Medium,One-Way,17.60440677966102
D001_5,C040167,17.311,75.5,High,,13.757086092715232
D001_3,C010890,17.309,59.0,Medium,,17.602372881355933
D001_1,C004367,17.309,59.0,Medium,No Heavy Trucks,17.602372881355933
D001_5,C039564,17.309,47.2,Low,,22.002966101694916
D001_2,C036373,17.308,59.0,Medium,,17.60135593220339
D001_5,C023336,17.308,47.2,Low,,22.001694915254234
D001_4,C001211,17.307,75.5,High,,13.75390728476821
D001_4,C023122,17.307,59.0,Medium,,17.600338983050847
D001_4,C035636,17.307,75.5,High,,13.75390728476821
D001_4,C049369,17.307,75.5,High,,13.75390728476821
D001_1,C008337,17.307,59.0,Medium,,17.600338983050847
D001_5,C023631,17.306,47.2,Low,,21.99915254237288
D001_3,C043133,17.305,59.0,Medium,,17.598305084745764
D001_4,C041927,17.304,59.0,Medium,,17.59728813559322
D001_3,C016545,17.304,59.0,Medium,,17.59728813559322
D001_2,C033800,17.304,75.5,High,No Heavy Trucks,13.751523178807947
D001_5,C015019,17.304,47.2,Low,,21.99661016949152
D001_4,C049706,17.303,59.0,Medium,,17.59627118644068
D001_1,C037316,17.303,75.5,High,,13.750728476821193
D001_4,C017404,17.302,75.5,High,,13.749933774834437
D001_3,C011505,17.302,75.5,High,,13.749933774834437
D001_3,C030738,17.302,47.2,Low,,21.994067796610167
D001_1,C043915,17.302,59.0,Medium,,17.595254237288135
D001_2,C018151,17.302,47.2,Low,No Heavy Trucks,21.994067796610167
D001_2,C019797,17.302,59.0,Medium,One-Way,17.595254237288135
D001_2,C041892,17.302,59.0,Medium,,17.595254237288135
D001_2,C044395,17.302,47.2,Low,,21.994067796610167
D001_2,C046227,17.302,75.5,High,,13.749933774834437
D001_2,C003673,17.301,59.0,Medium,,17.59423728813559
D001_4,C007554,17.3,59.0,Medium,No Heavy Trucks,17.593220338983052
D001_1,C029325,17.3,75.5,High,,13.748344370860927
D001_2,C002002,17.3,59.0,Medium,,17.593220338983052
D001_1,C003045,17.299,75.5,High,,13.747549668874171
D001_5,C045064,17.299,75.5,High,,13.747549668874171
D001_4,C018847,17.298,59.0,Medium,,17.591186440677966
D001_3,C017431,17.298,59.0,Medium,,17.591186440677966
D001_1,C008682,17.298,59.0,Medium,,17.591186440677966
D001_5,C006841,17.298,75.5,High,,13.746754966887416
D001_5,C029535,17.298,59.0,Medium,,17.591186440677966
D001_4,C010603,17.297,47.2,Low,No Heavy Trucks,21.98771186440678
D001_4,C040235,17.297,59.0,Medium,One-Way,17.590169491525426
D001_1,C006667,17.297,47.2,Low,No Heavy Trucks,21.98771186440678
D001_1,C029565,17.297,47.2,Low,,21.98771186440678
D001_2,C023172,17.297,59.0,Medium,,17.590169491525426
D001_3,C010980,17.296,59.0,Medium,No Heavy Trucks,17.589152542372883
D001_3,C018439,17.296,47.2,Low,,21.986440677966097
D001_3,C027774,17.296,59.0,Medium,,17.589152542372883
D001_3,C036260,17.296,47.2,Low,,21.986440677966097
D001_2,C031645,17.296,47.2,Low,,21.986440677966097
D001_5,C042885,17.296,59.0,Medium,,17.589152542372883
D001_4,C014517,17.295,59.0,Medium,,17.588135593220343
D001_4,C021729,17.295,47.2,Low,No Heavy Trucks,21.985169491525426
D001_1,C019305,17.295,47.2,Low,,21.985169491525426
D001_1,C028685,17.295,75.5,High,,13.744370860927154
D001_1,C023132,17.293,59.0,Medium,,17.586101694915254
D001_4,C028503,17.291,47.2,Low,One-Way,21.98008474576271
D001_3,C023183,17.291,58.9,Medium,,17.613921901528013
D001_3,C047805,17.291,47.2,Low,,21.98008474576271
D001_2,C049315,17.29,58.9,Medium,,17.612903225806452
D001_1,C021896,17.289,75.4,High,One-Way,13.757824933687003
D001_2,C006411,17.289,75.4,High,,13.757824933687003
D001_4,C009313,17.288,47.1,Low,,22.022929936305733
D001_3,C043515,17.288,58.9,Medium,,17.610865874363327
D001_1,C013823,17.288,75.4,High,,13.757029177718831
D001_1,C023079,17.288,58.9,Medium,No Heavy Trucks,17.610865874363327
D001_2,C048242,17.288,75.4,High,,13.757029177718831
D001_3,C004342,17.287,58.9,Medium,,17.609847198641763
D001_3,C039372,17.287,58.9,Medium,,17.609847198641763
D001_1,C046213,17.287,58.9,Medium,No Heavy Trucks,17.609847198641763
D001_5,C017396,17.287,58.9,Medium,No Heavy Trucks,17.609847198641763
D001_5,C022798,17.287,47.1,Low,,22.02165605095541
D001_5,C024092,17.287,47.1,Low,,22.02165605095541
D001_4,C016935,17.286,75.4,High,One-Way,13.755437665782493
D001_4,C034971,17.286,58.9,Medium,One-Way,17.608828522920206
D001_1,C005686,17.286,47.1,Low,,22.020382165605096
D001_5,C006522,17.286,75.4,High,,13.755437665782493
D001_4,C029780,17.284,75.4,High,,13.753846153846151
D001_1,C018682,17.284,58.9,Medium,,17.606791171477077
D001_5,C014703,17.284,58.9,Medium,One-Way,17.606791171477077
D001_3,C047226,17.283,58.9,Medium,One-Way,17.60577249575552
D001_1,C020306,17.283,58.9,Medium,,17.60577249575552
D001_4,C044790,17.282,58.9,Medium,,17.604753820033956
D001_3,C036388,17.282,58.9,Medium,,17.604753820033956
D001_1,C004525,17.282,75.4,High,,13.752254641909813
D001_4,C048890,17.281,75.4,High,,13.751458885941641
D001_3,C035887,17.28,75.4,High,,13.750663129973473
D001_4,C001977,17.279,47.1,Low,,22.011464968152865
D001_4,C008410,17.279,75.4,High,,13.749867374005303
D001_4,C013861,17.279,75.4,High,No Heavy Trucks,13.749867374005303
D001_4,C020029,17.279,47.1,Low,,22.011464968152865
D001_1,C046073,17.279,47.1,Low,No Heavy Trucks,22.011464968152865
D001_2,C042198,17.278,47.1,Low,,22.010191082802546
D001_5,C012794,17.278,58.9,Medium,One-Way,17.600679117147706
D001_4,C016407,17.277,58.9,Medium,,17.599660441426145
D001_1,C003964,17.277,47.1,Low,,22.00891719745223
D001_5,C048489,17.277,58.9,Medium,,17.599660441426145
D001_1,C048090,17.276,58.9,Medium,,17.598641765704585
D001_2,C003995,17.276,75.4,High,,13.747480106100793
D001_2,C026986,17.276,58.9,Medium,,17.598641765704585
D001_3,C015826,17.275,47.1,Low,,22.00636942675159
D001_3,C038286,17.275,58.9,Medium,,17.59762308998302
D001_3,C038458,17.275,58.9,Medium,,17.59762308998302
D001_3,C002436,17.273,58.9,Medium,,17.595585738539896
D001_5,C015042,17.273,75.4,High,One-Way,13.745092838196285
D001_3,C049475,17.272,58.9,Medium,,17.594567062818335
D001_2,C014438,17.272,75.4,High,One-Way,13.744297082228114
D001_5,C027075,17.272,75.4,High,One-Way,13.744297082228114
D001_5,C042465,17.272,75.4,High,,13.744297082228114
D001_1,C007844,17.271,75.4,High,,13.743501326259945
D001_1,C039596,17.271,75.4,High,No Heavy Trucks,13.743501326259945
D001_5,C027774,17.271,75.4,High,,13.743501326259945
D001_4,C002967,17.27,47.1,Low,,22.0
D001_3,C035067,17.27,47.1,Low,,22.0
D001_2,C019604,17.27,75.4,High,One-Way,13.742705570291776
D001_5,C048940,17.27,58.9,Medium,,17.59252971137521
D001_4,C032874,17.268,75.3,High,,13.759362549800798
D001_1,C009710,17.268,75.3,High,,13.759362549800798
D001_4,C040778,17.267,58.9,Medium,,17.589473684210525
D001_1,C012622,17.267,47.1,Low,,21.996178343949044
D001_2,C024977,17.267,75.3,High,,13.758565737051793
D001_4,C018917,17.266,58.9,Medium,,17.588455008488964
D001_4,C045694,17.266,75.3,High,No Heavy Trucks,13.75776892430279
D001_2,C037527,17.266,58.9,Medium,,17.588455008488964
D001_5,C035685,17.266,75.3,High,,13.75776892430279
D001_3,C049843,17.264,75.3,High,,13.75617529880478
D001_3,C017449,17.263,58.9,Medium,One-Way,17.58539898132428
D001_3,C033404,17.263,47.1,Low,,21.991082802547773
D001_3,C040225,17.262,58.8,Medium,One-Way,17.614285714285714
D001_5,C043409,17.262,47.1,Low,,21.98980891719745
D001_1,C006414,17.261,47.1,Low,,21.98853503184713
D001_2,C040800,17.261,58.8,Medium,,17.61326530612245
D001_2,C041311,17.26,58.8,Medium,One-Way,17.612244897959187
D001_4,C020525,17.259,47.1,Low,,21.985987261146498
D001_1,C045064,17.259,58.8,Medium,,17.61122448979592
D001_3,C041474,17.258,75.3,High,,13.751394422310758
D001_1,C034453,17.258,58.8,Medium,,17.610204081632652
D001_1,C002807,17.257,75.3,High,,13.750597609561755
D001_1,C043141,17.257,47.1,Low,,21.98343949044586
D001_4,C043445,17.256,75.3,High,,13.74980079681275
D001_1,C039872,17.256,58.8,Medium,One-Way,17.60816326530612
D001_3,C008638,17.255,47.1,Low,,21.98089171974522
D001_3,C026906,17.255,75.3,High,,13.749003984063746
D001_1,C045991,17.255,47.1,Low,,21.98089171974522
D001_3,C013507,17.254,47.1,Low,One-Way,21.979617834394904
D001_3,C022949,17.254,58.8,Medium,,17.606122448979594
D001_2,C036947,17.254,58.8,Medium,,17.606122448979594
D001_4,C047417,17.253,58.8,Medium,,17.605102040816327
D001_2,C022893,17.253,58.8,Medium,,17.605102040816327
D001_2,C023141,17.253,47.1,Low,,21.978343949044586
D001_4,C033502,17.252,58.8,Medium,,17.60408163265306
D001_3,C041398,17.252,75.3,High,One-Way,13.746613545816734
D001_2,C020823,17.252,75.3,High,,13.746613545816734
D001_5,C039880,17.252,47.1,Low,,21.977070063694264
D001_1,C002419,17.251,58.8,Medium,,17.603061224489796
D001_1,C032135,17.251,58.8,Medium,,17.603061224489796
D001_1,C009102,17.25,75.3,High,,13.745019920318727
D001_1,C046528,17.25,58.8,Medium,,17.602040816326532
D001_4,C034439,17.249,47.0,Low,One-Way,22.02
D001_4,C034581,17.249,75.3,High,,13.744223107569722
D001_4,C046066,17.249,58.8,Medium,,17.601020408163265
D001_1,C035292,17.249,58.8,Medium,,17.601020408163265
D001_1,C047468,17.249,47.0,Low,One-Way,22.02
D001_5,C008668,17.249,47.0,Low,,22.02
D001_3,C029163,17.248,58.8,Medium,,17.6
D001_2,C048626,17.248,58.8,Medium,,17.6
D001_1,C019016,17.247,47.0,Low,,22.017446808510638
D001_1,C022000,17.247,58.8,Medium,,17.598979591836734
D001_5,C045817,17.247,47.0,Low,,22.017446808510638
D001_4,C028546,17.246,47.0,Low,,22.016170212765957
D001_3,C007948,17.246,47.0,Low,,22.016170212765957
D001_3,C020893,17.246,75.3,High,No Heavy Trucks,13.74183266932271
D001_3,C028331,17.246,75.3,High,,13.74183266932271
D001_5,C022720,17.245,58.8,Medium,,17.596938775510207
D001_5,C043194,17.245,58.8,Medium,,17.596938775510207
D001_1,C003124,17.244,58.8,Medium,,17.59591836734694
D001_4,C014540,17.243,58.8,Medium,,17.594897959183672
D001_4,C036388,17.243,58.8,Medium,,17.594897959183672
D001_4,C039931,17.243,58.8,Medium,,17.594897959183672
D001_4,C047771,17.242,58.8,Medium,,17.59387755102041
D001_3,C033323,17.242,58.8,Medium,,17.59387755102041
D001_1,C031073,17.242,58.8,Medium,,17.59387755102041
D001_1,C011779,17.241,75.2,High,,13.756117021276594
D001_5,C024646,17.239,58.8,Medium,,17.590816326530614
D001_3,C046148,17.238,75.2,High,,13.753723404255318
D001_2,C031043,17.238,58.8,Medium,,17.589795918367347
D001_5,C006201,17.238,58.8,Medium,,17.589795918367347
D001_4,C046147,17.237,58.8,Medium,,17.58877551020408
D001_1,C034980,17.237,75.2,High,,13.752925531914892
D001_1,C027757,17.236,58.8,Medium,One-Way,17.587755102040816
D001_2,C012389,17.236,58.8,Medium,,17.587755102040816
D001_2,C039189,17.235,58.8,Medium,One-Way,17.58673469387755
D001_4,C007944,17.234,47.0,Low,,22.00085106382979
D001_1,C001582,17.234,58.8,Medium,,17.58571428571429
D001_1,C004724,17.234,58.8,Medium,One-Way,17.58571428571429
D001_4,C024034,17.233,75.2,High,No Heavy Trucks,13.749734042553191
D001_3,C048015,17.233,75.2,High,One-Way,13.749734042553191
D001_1,C019041,17.233,75.2,High,,13.749734042553191
D001_4,C008557,17.232,58.7,Medium,One-Way,17.61362862010221
D001_4,C011576,17.232,47.0,Low,No Heavy Trucks,21.998297872340427
D001_2,C009563,17.231,58.7,Medium,,17.61260647359455
D001_4,C023741,17.23,75.2,High,,13.747340425531915
D001_3,C010962,17.23,47.0,Low,,21.995744680851065
D001_4,C028278,17.229,75.2,High,,13.746542553191487
D001_1,C045562,17.229,47.0,Low,,21.994468085106384
D001_5,C015315,17.229,58.7,Medium,,17.610562180579215
D001_5,C018419,17.229,47.0,Low,,21.994468085106384
D001_1,C032196,17.228,47.0,Low,,21.993191489361703
D001_1,C043067,17.228,75.2,High,,13.745744680851065
D001_2,C000895,17.227,58.7,Medium,,17.608517887563885
D001_4,C016932,17.226,58.7,Medium,,17.607495741056216
D001_1,C034776,17.226,75.2,High,No Heavy Trucks,13.74414893617021
D001_1,C038088,17.226,75.2,High,,13.74414893617021
D001_5,C037244,17.226,75.2,High,One-Way,13.74414893617021
D001_4,C003225,17.225,58.7,Medium,,17.606473594548554
D001_4,C019621,17.225,58.7,Medium,,17.606473594548554
D001_1,C008348,17.225,47.0,Low,,21.989361702127663
D001_2,C010722,17.225,75.2,High,,13.743351063829788
D001_5,C011837,17.225,58.7,Medium,,17.606473594548554
D001_4,C001431,17.224,58.7,Medium,,17.605451448040885
D001_4,C037141,17.224,58.7,Medium,,17.605451448040885
D001_3,C044303,17.224,75.2,High,,13.74255319148936
D001_1,C002233,17.224,75.2,High,,13.74255319148936
D001_1,C006807,17.224,58.7,Medium,One-Way,17.605451448040885
D001_5,C006938,17.224,58.7,Medium,,17.605451448040885
D001_4,C007328,17.223,58.7,Medium,No Heavy Trucks,17.60442930153322
D001_3,C033415,17.223,58.7,Medium,,17.60442930153322
D001_1,C027457,17.223,58.7,Medium,,17.60442930153322
D001_1,C031539,17.222,75.2,High,,13.74095744680851
D001_3,C048238,17.221,47.0,Low,,21.984255319148936
D001_1,C022259,17.221,75.1,High,,13.758455392809589
D001_1,C029643,17.221,58.7,Medium,,17.602385008517885
D001_2,C004017,17.221,47.0,Low,,21.984255319148936
D001_4,C037415,17.22,58.7,Medium,,17.60136286201022
D001_1,C049577,17.22,47.0,Low,,21.982978723404255
D001_1,C005381,17.219,75.1,High,,13.756857523302267
D001_1,C018341,17.219,58.7,Medium,,17.600340715502554
D001_2,C046797,17.219,58.7,Medium,,17.600340715502554
D001_2,C009272,17.218,58.7,Medium,,17.59931856899489
D001_2,C012020,17.218,75.1,High,,13.756058588548603
D001_5,C022361,17.218,58.7,Medium,,17.59931856899489
D001_4,C011082,17.217,58.7,Medium,,17.59829642248722
D001_3,C000473,17.216,47.0,Low,,21.977872340425535
D001_1,C044508,17.216,58.7,Medium,No Heavy Trucks,17.597274275979558
D001_5,C038708,17.216,47.0,Low,,21.977872340425535
D001_4,C009676,17.215,58.7,Medium,,17.59625212947189
D001_4,C047805,17.215,47.0,Low,,21.97659574468085
D001_4,C032013,17.214,46.9,Low,,22.022174840085288
D001_2,C041821,17.214,58.7,Medium,One-Way,17.595229982964224
D001_5,C039228,17.214,46.9,Low,,22.022174840085288
D001_4,C044021,17.213,58.7,Medium,,17.594207836456558
D001_3,C027966,17.213,58.7,Medium,One-Way,17.594207836456558
D001_1,C006201,17.213,75.1,High,,13.752063914780296
D001_1,C041922,17.213,75.1,High,One-Way,13.752063914780296
D001_2,C024445,17.213,58.7,Medium,,17.594207836456558
D001_3,C041217,17.212,46.9,Low,No Heavy Trucks,22.019616204690834
D001_1,C007063,17.212,75.1,High,,13.751264980026633
D001_5,C003629,17.212,75.1,High,,13.751264980026633
D001_3,C041675,17.211,46.9,Low,,22.018336886993602
D001_2,C017763,17.211,58.7,Medium,No Heavy Trucks,17.592163543441224
D001_1,C004366,17.21,75.1,High,,13.74966711051931
D001_4,C041819,17.208,58.7,Medium,One-Way,17.589097103918224
D001_3,C004489,17.208,58.7,Medium,,17.589097103918224
D001_4,C025213,17.207,58.7,Medium,,17.588074957410562
D001_3,C038337,17.207,58.7,Medium,,17.588074957410562
D001_1,C049820,17.206,58.7,Medium,No Heavy Trucks,17.587052810902893
D001_4,C014381,17.205,58.7,Medium,,17.586030664395228
D001_2,C028262,17.205,58.7,Medium,,17.586030664395228
D001_5,C002277,17.205,58.7,Medium,,17.586030664395228
D001_5,C014983,17.205,58.7,Medium,,17.586030664395228
D001_5,C026979,17.205,58.7,Medium,,17.586030664395228
D001_2,C014123,17.204,58.6,Medium,,17.615017064846416
D001_2,C047118,17.204,46.9,Low,One-Way,22.009381663113007
D001_4,C015845,17.203,46.9,Low,,22.00810234541578
D001_4,C035926,17.203,58.6,Medium,,17.61399317406143
D001_1,C033778,17.203,58.6,Medium,One-Way,17.61399317406143
D001_3,C002222,17.202,58.6,Medium,No Heavy Trucks,17.612969283276453
D001_1,C001662,17.202,46.9,Low,,22.006823027718553
D001_4,C041148,17.201,58.6,Medium,,17.611945392491467
D001_3,C020210,17.201,46.9,Low,,22.005543710021325
D001_3,C020505,17.201,75.1,High,,13.742476697736354
D001_1,C011279,17.201,58.6,Medium,,17.611945392491467
D001_1,C017651,17.201,58.6,Medium,,17.611945392491467
D001_4,C017483,17.2,75.1,High,,13.741677762982691
D001_3,C046389,17.2,75.1,High,,13.741677762982691
D001_3,C048890,17.2,58.6,Medium,,17.610921501706482
D001_1,C014285,17.2,75.1,High,,13.741677762982691
D001_5,C004367,17.2,46.9,Low,,22.004264392324096
D001_3,C007784,17.199,46.9,Low,,22.00298507462687
D001_3,C027514,17.198,58.6,Medium,,17.60887372013652
D001_1,C027176,17.198,75.0,High,,13.7584
D001_2,C017671,17.198,58.6,Medium,,17.60887372013652
D001_2,C026716,17.198,58.6,Medium,No Heavy Trucks,17.60887372013652
D001_2,C006496,17.197,75.0,High,No Heavy Trucks,13.7576
D001_3,C005311,17.196,58.6,Medium,,17.606825938566555
D001_3,C007830,17.196,58.6,Medium,,17.606825938566555
D001_2,C045593,17.196,58.6,Medium,,17.606825938566555
D001_5,C033123,17.196,75.0,High,,13.756800000000002
D001_3,C012702,17.195,75.0,High,One-Way,13.756
D001_1,C049190,17.195,46.9,Low,,21.997867803837956
D001_2,C047622,17.195,75.0,High,,13.756
D001_1,C037311,17.194,75.0,High,,13.755199999999999
D001_2,C044267,17.194,46.9,Low,,21.996588486140723
D001_5,C007650,17.194,75.0,High,No Heavy Trucks,13.755199999999999
D001_4,C022669,17.193,58.6,Medium,,17.603754266211606
D001_2,C018925,17.193,58.6,Medium,,17.603754266211606
D001_3,C027720,17.192,46.9,Low,,21.99402985074627
D001_5,C006593,17.192,75.0,High,,13.7536
D001_5,C017516,17.192,58.6,Medium,,17.60273037542662
D001_5,C028764,17.192,46.9,Low,No Heavy Trucks,21.99402985074627
D001_4,C036476,17.191,46.9,Low,,21.99275053304904
D001_3,C008142,17.191,75.0,High,One-Way,13.752799999999999
D001_1,C024209,17.191,75.0,High,,13.752799999999999
D001_2,C003942,17.191,58.6,Medium,,17.601706484641635
D001_3,C036029,17.19,58.6,Medium,,17.600682593856657
D001_5,C015759,17.19,75.0,High,,13.752
D001_4,C002104,17.189,58.6,Medium,,17.599658703071672
D001_2,C036670,17.189,58.6,Medium,,17.599658703071672
D001_5,C004115,17.189,58.6,Medium,No Heavy Trucks,17.599658703071672
D001_5,C020705,17.189,46.9,Low,,21.990191897654586
D001_1,C038404,17.188,46.9,Low,,21.988912579957354
D001_1,C038988,17.188,58.6,Medium,,17.598634812286686
D001_2,C030436,17.188,58.6,Medium,,17.598634812286686
D001_5,C041537,17.188,58.6,Medium,,17.598634812286686
D001_3,C000084,17.187,58.6,Medium,,17.59761092150171
D001_1,C034506,17.186,58.6,Medium,No Heavy Trucks,17.596587030716723
D001_2,C017855,17.186,58.6,Medium,,17.596587030716723
D001_1,C028444,17.185,58.6,Medium,,17.595563139931738
D001_5,C045562,17.185,75.0,High,,13.748
D001_4,C024201,17.184,75.0,High,,13.747200000000001
D001_5,C008348,17.184,75.0,High,,13.747200000000001
D001_5,C012802,17.184,58.6,Medium,,17.59453924914676
D001_5,C039154,17.184,58.6,Medium,No Heavy Trucks,17.59453924914676
D001_1,C020015,17.183,58.6,Medium,No Heavy Trucks,17.593515358361774
D001_1,C040399,17.183,75.0,High,,13.7464
D001_3,C025060,17.182,46.9,Low,,21.981236673773985
D001_5,C000769,17.182,75.0,High,,13.7456
D001_3,C028401,17.181,46.9,Low,,21.97995735607676
D001_1,C029085,17.181,46.9,Low,,21.97995735607676
D001_5,C042807,17.181,58.6,Medium,One-Way,17.59146757679181
D001_3,C048744,17.18,75.0,High,,13.744
D001_1,C023178,17.18,75.0,High,,13.744
D001_1,C045130,17.18,75.0,High,One-Way,13.744
D001_2,C017023,17.18,58.6,Medium,One-Way,17.590443686006825
D001_5,C024567,17.18,46.9,Low,,21.97867803837953
D001_5,C031727,17.18,58.6,Medium,,17.590443686006825
D001_2,C033867,17.179,58.6,Medium,,17.58941979522184
D001_5,C035758,17.179,58.6,Medium,,17.58941979522184
D001_1,C024492,17.178,75.0,High,No Heavy Trucks,13.7424
D001_2,C009242,17.178,58.6,Medium,,17.58839590443686
D001_5,C002255,17.178,46.9,Low,,21.976119402985077
D001_5,C027514,17.178,58.6,Medium,,17.58839590443686
D001_5,C032056,17.178,58.6,Medium,,17.58839590443686
D001_5,C041155,17.178,58.6,Medium,,17.58839590443686
D001_4,C002259,17.177,75.0,High,,13.7416
D001_3,C020166,17.177,58.6,Medium,,17.587372013651876
D001_2,C030645,17.177,75.0,High,,13.7416
D001_4,C013808,17.176,58.6,Medium,,17.58634812286689
D001_4,C015622,17.176,46.8,Low,,22.02051282051282
D001_3,C025832,17.176,74.9,High,,13.759145527369823
D001_3,C043045,17.176,58.6,Medium,,17.58634812286689
D001_3,C012688,17.175,58.6,Medium,,17.585324232081913
D001_3,C015237,17.175,74.9,High,,13.758344459279037
D001_4,C028815,17.174,58.5,Medium,,17.614358974358975
D001_2,C024790,17.174,74.9,High,,13.757543391188248
D001_1,C047878,17.173,58.5,Medium,,17.613333333333333
D001_2,C001195,17.171,58.5,Medium,No Heavy Trucks,17.61128205128205
D001_2,C020809,17.171,58.5,Medium,,17.61128205128205
D001_5,C021231,17.171,58.5,Medium,One-Way,17.61128205128205
D001_5,C004724,17.17,58.5,Medium,,17.61025641025641
D001_4,C024132,17.169,58.5,Medium,One-Way,17.60923076923077
D001_3,C014190,17.169,74.9,High,,13.75353805073431
D001_4,C036497,17.168,58.5,Medium,,17.608205128205128
D001_3,C009317,17.168,74.9,High,,13.752736982643523
D001_1,C014200,17.168,46.8,Low,No Heavy Trucks,22.01025641025641
D001_1,C049275,17.168,58.5,Medium,,17.608205128205128
D001_2,C037640,17.168,74.9,High,,13.752736982643523
D001_4,C043468,17.167,58.5,Medium,,17.60717948717949
D001_4,C012320,17.166,74.9,High,,13.751134846461948
D001_1,C032901,17.166,58.5,Medium,,17.60615384615385
D001_2,C018064,17.166,74.9,High,,13.751134846461948
D001_2,C046484,17.165,58.5,Medium,,17.605128205128203
D001_4,C034532,17.164,74.9,High,,13.749532710280373
D001_3,C026254,17.163,58.5,Medium,,17.603076923076923
D001_2,C039569,17.163,58.5,Medium,,17.603076923076923
D001_2,C015049,17.162,46.8,Low,,22.002564102564104
D001_4,C000445,17.161,58.5,Medium,,17.601025641025643
D001_4,C027304,17.161,58.5,Medium,,17.601025641025643
D001_3,C011687,17.161,58.5,Medium,One-Way,17.601025641025643
D001_3,C016407,17.16,58.5,Medium,,17.6
D001_5,C003382,17.16,74.9,High,No Heavy Trucks,13.74632843791722
D001_4,C010231,17.159,46.8,Low,One-Way,21.99871794871795
D001_1,C030767,17.159,46.8,Low,,21.99871794871795
D001_2,C042201,17.159,46.8,Low,,21.99871794871795
D001_2,C046987,17.159,46.8,Low,,21.99871794871795
D001_4,C006785,17.158,58.5,Medium,,17.597948717948718
D001_4,C007374,17.157,46.8,Low,No Heavy Trucks,21.99615384615385
D001_3,C027263,17.157,74.9,High,,13.743925233644857
D001_1,C001226,17.157,58.5,Medium,One-Way,17.596923076923076
D001_1,C020047,17.157,58.5,Medium,,17.596923076923076
D001_3,C027421,17.156,58.5,Medium,,17.595897435897434
D001_4,C043975,17.155,74.9,High,,13.742323097463283
D001_3,C005627,17.155,58.5,Medium,,17.594871794871796
D001_3,C033075,17.155,58.5,Medium,No Heavy Trucks,17.594871794871796
D001_2,C009345,17.155,58.5,Medium,One-Way,17.594871794871796
D001_3,C023047,17.154,58.5,Medium,,17.593846153846155
D001_4,C032374,17.153,58.5,Medium,,17.592820512820513
D001_3,C031749,17.153,58.5,Medium,,17.592820512820513
D001_3,C048562,17.153,58.5,Medium,,17.592820512820513
D001_1,C047298,17.153,46.8,Low,,21.99102564102564
D001_1,C047699,17.153,74.9,High,,13.740720961281706
D001_2,C006040,17.153,46.8,Low,One-Way,21.99102564102564
D001_5,C004592,17.153,58.5,Medium,,17.592820512820513
D001_4,C022653,17.152,58.5,Medium,No Heavy Trucks,17.591794871794875
D001_4,C004421,17.151,74.8,High,,13.757486631016043
